pixel,wavelength_nm_reported,raman_shift_reported_cm-1,counts_pixel_file,counts_nm2_file,counts_wavenumber_file,counts_nm_file_weak
1507,1042.64,3137.72,380.0,365.0,338.0,252.0
1508,1042.79,3139.05,384.0,355.0,327.0,255.0
1509,1042.94,3140.39,383.0,365.0,334.0,264.0
1510,1043.08,3141.72,380.0,370.0,344.0,267.0
1511,1043.23,3143.05,392.0,360.0,349.0,270.0
1512,1043.37,3144.38,394.0,353.0,345.0,252.0
1513,1043.52,3145.71,384.0,356.0,349.0,242.0
1514,1043.67,3147.04,396.0,381.0,366.0,267.0
1515,1043.81,3148.37,398.0,377.0,369.0,279.0
1516,1043.96,3149.69,396.0,380.0,360.0,279.0
1517,1044.1,3151.02,387.0,379.0,356.0,272.0
1518,1044.25,3152.35,369.0,357.0,335.0,255.0
1519,1044.4,3153.68,375.0,372.0,329.0,271.0
1520,1044.54,3155.0,367.0,371.0,340.0,279.0
1521,1044.69,3156.33,367.0,368.0,342.0,270.0
1522,1044.83,3157.65,391.0,398.0,356.0,276.0
1523,1044.98,3158.98,388.0,399.0,374.0,286.0
1524,1045.12,3160.3,382.0,386.0,377.0,299.0
1525,1045.27,3161.63,382.0,369.0,348.0,280.0
1526,1045.42,3162.95,368.0,342.0,320.0,262.0
1527,1045.56,3164.27,357.0,335.0,330.0,256.0
1528,1045.71,3165.59,376.0,347.0,341.0,269.0
1529,1045.85,3166.92,390.0,361.0,362.0,291.0
1530,1046.0,3168.24,383.0,360.0,370.0,279.0
1531,1046.14,3169.56,382.0,345.0,342.0,272.0
1532,1046.29,3170.88,384.0,348.0,344.0,279.0
1533,1046.44,3172.2,393.0,365.0,359.0,280.0
1534,1046.58,3173.52,401.0,364.0,342.0,286.0
1535,1046.73,3174.84,378.0,356.0,328.0,276.0
1536,1046.87,3176.16,353.0,359.0,330.0,250.0
1537,1047.02,3177.47,367.0,369.0,337.0,270.0
1538,1047.16,3178.79,374.0,358.0,339.0,280.0
1539,1047.31,3180.11,391.0,352.0,354.0,275.0
1540,1047.45,3181.43,393.0,360.0,368.0,281.0
1541,1047.6,3182.74,370.0,354.0,349.0,273.0
1542,1047.74,3184.06,368.0,357.0,336.0,273.0
1543,1047.89,3185.37,362.0,359.0,343.0,274.0
1544,1048.04,3186.69,365.0,350.0,344.0,262.0
1545,1048.18,3188.0,351.0,340.0,330.0,246.0
1546,1048.33,3189.32,357.0,347.0,325.0,258.0
1547,1048.47,3190.63,372.0,350.0,330.0,272.0
1548,1048.62,3191.94,369.0,355.0,338.0,274.0
1549,1048.76,3193.25,377.0,369.0,344.0,277.0
1550,1048.91,3194.57,364.0,363.0,336.0,266.0
1551,1049.05,3195.88,359.0,365.0,340.0,268.0
1552,1049.2,3197.19,364.0,372.0,356.0,275.0
1553,1049.34,3198.5,380.0,366.0,367.0,285.0
1554,1049.49,3199.81,369.0,364.0,358.0,289.0
1555,1049.63,3201.12,357.0,374.0,354.0,276.0
1556,1049.78,3202.43,382.0,385.0,359.0,287.0
1557,1049.92,3203.74,375.0,380.0,354.0,282.0
1558,1050.07,3205.04,372.0,353.0,339.0,264.0
1559,1050.21,3206.35,381.0,349.0,329.0,265.0
1560,1050.36,3207.66,385.0,350.0,340.0,280.0
1561,1050.5,3208.97,377.0,346.0,343.0,286.0
1562,1050.65,3210.27,360.0,342.0,326.0,257.0
1563,1050.79,3211.58,345.0,342.0,333.0,248.0
1564,1050.94,3212.88,328.0,352.0,339.0,267.0
1565,1051.08,3214.19,347.0,350.0,326.0,282.0
1566,1051.23,3215.49,379.0,350.0,330.0,291.0
1567,1051.37,3216.8,370.0,343.0,329.0,270.0
1568,1051.52,3218.1,355.0,351.0,315.0,256.0
1569,1051.66,3219.4,360.0,358.0,326.0,271.0
1570,1051.81,3220.71,347.0,345.0,337.0,284.0
1571,1051.95,3222.01,346.0,346.0,334.0,282.0
1572,1052.1,3223.31,354.0,348.0,332.0,265.0
1573,1052.24,3224.61,344.0,332.0,325.0,256.0
1574,1052.39,3225.91,351.0,327.0,322.0,265.0
1575,1052.53,3227.21,350.0,337.0,308.0,267.0
1576,1052.68,3228.51,343.0,337.0,313.0,272.0
1577,1052.82,3229.81,349.0,339.0,322.0,274.0
1578,1052.97,3231.11,354.0,341.0,327.0,272.0
1579,1053.11,3232.41,362.0,347.0,339.0,291.0
1580,1053.26,3233.71,354.0,359.0,340.0,286.0
1581,1053.4,3235.01,354.0,360.0,348.0,277.0
1582,1053.55,3236.3,341.0,341.0,315.0,267.0
1583,1053.69,3237.6,336.0,322.0,311.0,272.0
1584,1053.84,3238.9,345.0,325.0,335.0,276.0
1585,1053.98,3240.19,332.0,327.0,315.0,253.0
1586,1054.13,3241.49,345.0,336.0,334.0,262.0
1587,1054.27,3242.78,337.0,347.0,341.0,281.0
1588,1054.42,3244.08,325.0,341.0,310.0,271.0
1589,1054.56,3245.37,333.0,316.0,301.0,261.0
1590,1054.71,3246.67,332.0,315.0,303.0,265.0
1591,1054.85,3247.96,330.0,345.0,314.0,264.0
1592,1054.99,3249.25,345.0,343.0,312.0,269.0
1593,1055.14,3250.55,355.0,328.0,308.0,267.0
1594,1055.28,3251.84,344.0,323.0,310.0,257.0
1595,1055.43,3253.13,346.0,322.0,311.0,257.0
1596,1055.57,3254.42,329.0,320.0,308.0,251.0
1597,1055.72,3255.71,318.0,327.0,306.0,254.0
1598,1055.86,3257.0,322.0,322.0,312.0,257.0
1599,1056.01,3258.29,332.0,327.0,306.0,250.0
1600,1056.15,3259.58,332.0,330.0,294.0,255.0
1601,1056.3,3260.87,323.0,305.0,287.0,255.0
1602,1056.44,3262.16,347.0,328.0,318.0,270.0
1603,1056.58,3263.45,352.0,341.0,335.0,275.0
1604,1056.73,3264.74,331.0,330.0,344.0,270.0
1605,1056.87,3266.02,327.0,331.0,334.0,266.0
1606,1057.02,3267.31,350.0,325.0,317.0,252.0
1607,1057.16,3268.6,362.0,317.0,323.0,251.0
1608,1057.31,3269.88,341.0,325.0,323.0,268.0
1609,1057.45,3271.17,321.0,326.0,332.0,274.0
1610,1057.6,3272.46,336.0,322.0,332.0,268.0
1611,1057.74,3273.74,342.0,337.0,327.0,266.0
1612,1057.88,3275.02,334.0,341.0,317.0,257.0
1613,1058.03,3276.31,345.0,343.0,312.0,265.0
1614,1058.17,3277.59,343.0,331.0,312.0,259.0
1615,1058.32,3278.88,348.0,328.0,332.0,260.0
1616,1058.46,3280.16,343.0,322.0,330.0,263.0
1617,1058.6,3281.44,326.0,292.0,294.0,236.0
1618,1058.75,3282.72,329.0,292.0,290.0,247.0
1619,1058.89,3284.01,317.0,305.0,294.0,254.0
1620,1059.04,3285.29,316.0,316.0,305.0,251.0
1621,1059.18,3286.57,332.0,316.0,318.0,268.0
1622,1059.33,3287.85,319.0,276.0,310.0,252.0
1623,1059.47,3289.13,330.0,288.0,325.0,256.0
1624,1059.61,3290.41,340.0,317.0,326.0,282.0
1625,1059.76,3291.69,349.0,318.0,324.0,279.0
1626,1059.9,3292.97,361.0,335.0,338.0,283.0
1627,1060.05,3294.24,353.0,325.0,324.0,276.0
1628,1060.19,3295.52,353.0,333.0,321.0,270.0
1629,1060.33,3296.8,332.0,337.0,324.0,267.0
1630,1060.48,3298.08,328.0,318.0,318.0,268.0
1631,1060.62,3299.35,331.0,320.0,316.0,268.0
1632,1060.77,3300.63,318.0,326.0,311.0,264.0
1633,1060.91,3301.91,333.0,329.0,315.0,282.0
1634,1061.05,3303.18,338.0,318.0,312.0,272.0
1635,1061.2,3304.46,334.0,314.0,303.0,258.0
1636,1061.34,3305.73,331.0,322.0,316.0,268.0
1637,1061.49,3307.01,320.0,321.0,325.0,271.0
1638,1061.63,3308.28,325.0,307.0,313.0,263.0
1639,1061.77,3309.55,324.0,297.0,294.0,259.0
1640,1061.92,3310.83,322.0,319.0,299.0,259.0
1641,1062.06,3312.1,338.0,345.0,323.0,278.0
1642,1062.21,3313.37,330.0,333.0,314.0,267.0
1643,1062.35,3314.64,325.0,323.0,305.0,252.0
1644,1062.49,3315.92,339.0,326.0,309.0,264.0
1645,1062.64,3317.19,322.0,321.0,313.0,260.0
1646,1062.78,3318.46,323.0,319.0,315.0,266.0
1647,1062.92,3319.73,336.0,320.0,313.0,270.0
1648,1063.07,3321.0,330.0,313.0,306.0,264.0
1649,1063.21,3322.27,337.0,316.0,301.0,266.0
1650,1063.36,3323.54,333.0,330.0,315.0,269.0
1651,1063.5,3324.81,327.0,338.0,318.0,271.0
1652,1063.64,3326.08,328.0,317.0,305.0,270.0
1653,1063.79,3327.34,326.0,299.0,302.0,259.0
1654,1063.93,3328.61,325.0,313.0,312.0,260.0
1655,1064.07,3329.88,320.0,309.0,311.0,270.0
1656,1064.22,3331.15,331.0,313.0,304.0,281.0
1657,1064.36,3332.41,325.0,325.0,313.0,266.0
1658,1064.51,3333.68,313.0,322.0,326.0,258.0
1659,1064.65,3334.95,311.0,317.0,312.0,257.0
1660,1064.79,3336.21,321.0,317.0,294.0,252.0
1661,1064.94,3337.48,338.0,302.0,300.0,258.0
1662,1065.08,3338.74,343.0,304.0,309.0,264.0
1663,1065.22,3340.01,328.0,320.0,301.0,261.0
1664,1065.37,3341.27,320.0,315.0,294.0,261.0
1665,1065.51,3342.53,321.0,311.0,292.0,265.0
1666,1065.65,3343.8,318.0,303.0,292.0,253.0
1667,1065.8,3345.06,344.0,308.0,308.0,262.0
1668,1065.94,3346.32,340.0,314.0,319.0,253.0
1669,1066.08,3347.59,311.0,297.0,297.0,239.0
1670,1066.23,3348.85,328.0,311.0,297.0,268.0
1671,1066.37,3350.11,325.0,321.0,314.0,275.0
1672,1066.51,3351.37,315.0,321.0,318.0,273.0
1673,1066.66,3352.63,324.0,324.0,315.0,274.0
1674,1066.8,3353.89,322.0,307.0,301.0,261.0
1675,1066.94,3355.15,332.0,317.0,291.0,264.0
1676,1067.09,3356.41,335.0,316.0,291.0,265.0
1677,1067.23,3357.67,334.0,298.0,306.0,261.0
1678,1067.37,3358.93,320.0,304.0,311.0,255.0
1679,1067.52,3360.19,322.0,313.0,305.0,255.0
1680,1067.66,3361.45,320.0,309.0,299.0,259.0
1681,1067.8,3362.7,313.0,307.0,305.0,258.0
1682,1067.95,3363.96,327.0,312.0,302.0,257.0
1683,1068.09,3365.22,333.0,315.0,293.0,263.0
1684,1068.23,3366.48,324.0,308.0,289.0,253.0
1685,1068.38,3367.73,312.0,299.0,280.0,243.0
1686,1068.52,3368.99,325.0,311.0,285.0,253.0
1687,1068.66,3370.24,349.0,332.0,302.0,261.0
1688,1068.81,3371.5,362.0,339.0,323.0,278.0
1689,1068.95,3372.75,367.0,340.0,333.0,278.0
1690,1069.09,3374.01,346.0,347.0,312.0,248.0
1691,1069.24,3375.26,342.0,340.0,301.0,249.0
1692,1069.38,3376.52,343.0,318.0,307.0,264.0
1693,1069.52,3377.77,346.0,331.0,319.0,265.0
1694,1069.67,3379.03,351.0,337.0,344.0,270.0
1695,1069.81,3380.28,343.0,319.0,338.0,256.0
1696,1069.95,3381.53,351.0,316.0,327.0,232.0
1697,1070.1,3382.78,348.0,318.0,340.0,235.0
1698,1070.24,3384.04,359.0,331.0,349.0,254.0
1699,1070.38,3385.29,351.0,327.0,326.0,257.0
1700,1070.52,3386.54,364.0,325.0,311.0,247.0
1701,1070.67,3387.79,394.0,351.0,322.0,253.0
1702,1070.81,3389.04,375.0,343.0,328.0,262.0
1703,1070.95,3390.29,352.0,335.0,326.0,266.0
1704,1071.1,3391.54,354.0,336.0,321.0,256.0
1705,1071.24,3392.79,353.0,312.0,317.0,233.0
1706,1071.38,3394.04,359.0,312.0,325.0,244.0
1707,1071.53,3395.29,347.0,308.0,317.0,257.0
1708,1071.67,3396.54,344.0,321.0,308.0,260.0
1709,1071.81,3397.78,363.0,348.0,332.0,273.0
1710,1071.95,3399.03,349.0,345.0,329.0,268.0
1711,1072.1,3400.28,337.0,344.0,313.0,265.0
1712,1072.24,3401.53,324.0,332.0,306.0,246.0
1713,1072.38,3402.77,315.0,304.0,288.0,232.0
1714,1072.53,3404.02,342.0,318.0,302.0,261.0
1715,1072.67,3405.27,350.0,349.0,312.0,262.0
1716,1072.81,3406.51,345.0,346.0,305.0,247.0
1717,1072.95,3407.76,347.0,332.0,311.0,253.0
1718,1073.1,3409.0,348.0,324.0,311.0,259.0
1719,1073.24,3410.25,350.0,317.0,307.0,271.0
1720,1073.38,3411.49,326.0,303.0,291.0,253.0
1721,1073.53,3412.74,325.0,308.0,296.0,221.0
1722,1073.67,3413.98,342.0,311.0,299.0,232.0
1723,1073.81,3415.23,359.0,322.0,312.0,269.0
1724,1073.95,3416.47,358.0,333.0,336.0,276.0
1725,1074.1,3417.71,332.0,320.0,310.0,255.0
1726,1074.24,3418.96,333.0,313.0,308.0,250.0
1727,1074.38,3420.2,351.0,306.0,312.0,260.0
1728,1074.52,3421.44,352.0,307.0,288.0,251.0
1729,1074.67,3422.68,353.0,323.0,309.0,248.0
1730,1074.81,3423.92,350.0,338.0,337.0,267.0
1731,1074.95,3425.16,337.0,347.0,333.0,259.0
1732,1075.09,3426.41,342.0,329.0,330.0,247.0
1733,1075.24,3427.65,362.0,315.0,329.0,255.0
1734,1075.38,3428.89,374.0,327.0,337.0,260.0
1735,1075.52,3430.13,361.0,322.0,327.0,251.0
1736,1075.67,3431.37,351.0,317.0,298.0,248.0
1737,1075.81,3432.6,374.0,335.0,311.0,258.0
1738,1075.95,3433.84,386.0,338.0,329.0,261.0
1739,1076.09,3435.08,361.0,321.0,318.0,255.0
1740,1076.24,3436.32,358.0,336.0,329.0,250.0
1741,1076.38,3437.56,365.0,350.0,336.0,244.0
1742,1076.52,3438.8,396.0,353.0,337.0,260.0
1743,1076.66,3440.03,412.0,360.0,350.0,269.0
1744,1076.81,3441.27,371.0,339.0,327.0,237.0
1745,1076.95,3442.51,360.0,330.0,318.0,217.0
1746,1077.09,3443.74,377.0,352.0,332.0,228.0
1747,1077.23,3444.98,387.0,360.0,328.0,235.0
1748,1077.37,3446.22,395.0,366.0,350.0,246.0
1749,1077.52,3447.45,407.0,385.0,368.0,254.0
1750,1077.66,3448.69,407.0,386.0,362.0,246.0
1751,1077.8,3449.92,406.0,377.0,354.0,240.0
1752,1077.94,3451.16,402.0,377.0,344.0,224.0
1753,1078.09,3452.39,415.0,373.0,344.0,229.0
1754,1078.23,3453.63,429.0,388.0,351.0,242.0
1755,1078.37,3454.86,442.0,423.0,371.0,237.0
1756,1078.51,3456.09,456.0,426.0,373.0,234.0
1757,1078.66,3457.33,461.0,415.0,371.0,229.0
1758,1078.8,3458.56,466.0,434.0,392.0,238.0
1759,1078.94,3459.79,484.0,437.0,402.0,248.0
1760,1079.08,3461.02,516.0,433.0,412.0,252.0
1761,1079.23,3462.26,517.0,455.0,418.0,248.0
1762,1079.37,3463.49,496.0,452.0,419.0,234.0
1763,1079.51,3464.72,490.0,437.0,413.0,233.0
1764,1079.65,3465.95,506.0,454.0,402.0,235.0
1765,1079.79,3467.18,510.0,458.0,402.0,226.0
1766,1079.94,3468.41,521.0,447.0,399.0,229.0
1767,1080.08,3469.64,528.0,439.0,411.0,227.0
1768,1080.22,3470.87,528.0,470.0,422.0,225.0
1769,1080.36,3472.1,538.0,496.0,432.0,238.0
1770,1080.51,3473.33,526.0,451.0,431.0,216.0
1771,1080.65,3474.56,535.0,446.0,422.0,221.0
1772,1080.79,3475.79,567.0,484.0,428.0,237.0
1773,1080.93,3477.02,575.0,487.0,429.0,232.0
1774,1081.07,3478.25,590.0,513.0,448.0,269.0
1775,1081.22,3479.48,592.0,544.0,474.0,289.0
1776,1081.36,3480.7,531.0,518.0,447.0,258.0
1777,1081.5,3481.93,522.0,488.0,428.0,235.0
1778,1081.64,3483.16,559.0,489.0,442.0,242.0
1779,1081.78,3484.39,582.0,506.0,462.0,238.0
1780,1081.93,3485.61,594.0,527.0,461.0,244.0
1781,1082.07,3486.84,571.0,535.0,447.0,254.0
1782,1082.21,3488.07,555.0,513.0,459.0,243.0
1783,1082.35,3489.29,562.0,503.0,457.0,238.0
1784,1082.49,3490.52,597.0,524.0,467.0,242.0
1785,1082.64,3491.74,617.0,546.0,477.0,237.0
1786,1082.78,3492.97,621.0,562.0,471.0,246.0
1787,1082.92,3494.19,633.0,574.0,466.0,252.0
1788,1083.06,3495.42,617.0,577.0,468.0,230.0
1789,1083.2,3496.64,643.0,592.0,485.0,231.0
1790,1083.35,3497.87,707.0,600.0,502.0,234.0
1791,1083.49,3499.09,732.0,608.0,529.0,221.0
1792,1083.63,3500.31,781.0,639.0,580.0,252.0
1793,1083.77,3501.54,793.0,670.0,600.0,271.0
1794,1083.91,3502.76,790.0,724.0,581.0,257.0
1795,1084.06,3503.98,827.0,728.0,583.0,242.0
1796,1084.2,3505.2,856.0,712.0,616.0,232.0
1797,1084.34,3506.43,907.0,768.0,641.0,252.0
1798,1084.48,3507.65,954.0,805.0,662.0,248.0
1799,1084.62,3508.87,986.0,817.0,686.0,245.0
1800,1084.76,3510.09,1017.0,848.0,703.0,257.0
1801,1084.91,3511.31,1053.0,879.0,727.0,260.0
1802,1085.05,3512.53,1068.0,915.0,756.0,256.0
1803,1085.19,3513.75,1094.0,929.0,765.0,243.0
1804,1085.33,3514.98,1149.0,961.0,787.0,248.0
1805,1085.47,3516.2,1168.0,1018.0,833.0,254.0
1806,1085.62,3517.42,1199.0,1026.0,840.0,255.0
1807,1085.76,3518.64,1240.0,1024.0,864.0,261.0
1808,1085.9,3519.85,1258.0,1025.0,886.0,234.0
1809,1086.04,3521.07,1282.0,1044.0,857.0,233.0
1810,1086.18,3522.29,1347.0,1074.0,879.0,264.0
1811,1086.32,3523.51,1427.0,1129.0,945.0,268.0
1812,1086.47,3524.73,1491.0,1228.0,991.0,267.0
1813,1086.61,3525.95,1590.0,1251.0,1023.0,254.0
1814,1086.75,3527.17,1658.0,1313.0,1096.0,247.0
1815,1086.89,3528.38,1764.0,1466.0,1209.0,257.0
1816,1087.03,3529.6,1922.0,1547.0,1286.0,259.0
1817,1087.17,3530.82,2031.0,1666.0,1332.0,257.0
1818,1087.32,3532.04,2127.0,1774.0,1395.0,258.0
1819,1087.46,3533.25,2224.0,1795.0,1447.0,250.0
1820,1087.6,3534.47,2266.0,1832.0,1505.0,249.0
1821,1087.74,3535.68,2289.0,1894.0,1555.0,274.0
1822,1087.88,3536.9,2357.0,1925.0,1554.0,280.0
1823,1088.02,3538.12,2352.0,1919.0,1559.0,259.0
1824,1088.16,3539.33,2355.0,1965.0,1593.0,275.0
1825,1088.31,3540.55,2356.0,1983.0,1613.0,293.0
1826,1088.45,3541.76,2305.0,1920.0,1590.0,277.0
1827,1088.59,3542.98,2295.0,1862.0,1539.0,251.0
1828,1088.73,3544.19,2276.0,1846.0,1494.0,252.0
1829,1088.87,3545.41,2212.0,1781.0,1455.0,269.0
1830,1089.01,3546.62,2125.0,1732.0,1436.0,277.0
1831,1089.16,3547.83,2107.0,1728.0,1424.0,269.0
1832,1089.3,3549.05,2018.0,1621.0,1353.0,250.0
1833,1089.44,3550.26,1939.0,1539.0,1310.0,259.0
1834,1089.58,3551.47,1875.0,1522.0,1275.0,266.0
1835,1089.72,3552.69,1779.0,1457.0,1244.0,270.0
1836,1089.86,3553.9,1790.0,1404.0,1245.0,279.0
1837,1090.0,3555.11,1730.0,1384.0,1184.0,267.0
1838,1090.15,3556.33,1661.0,1362.0,1159.0,270.0
1839,1090.29,3557.54,1624.0,1339.0,1125.0,284.0
1840,1090.43,3558.75,1586.0,1300.0,1057.0,262.0
1841,1090.57,3559.96,1579.0,1261.0,1057.0,255.0
1842,1090.71,3561.17,1571.0,1273.0,1063.0,263.0
1843,1090.85,3562.38,1543.0,1280.0,1036.0,258.0
1844,1090.99,3563.6,1505.0,1238.0,1028.0,249.0
1845,1091.13,3564.81,1509.0,1221.0,1032.0,252.0
1846,1091.28,3566.02,1488.0,1232.0,1023.0,252.0
1847,1091.42,3567.23,1468.0,1257.0,1030.0,251.0
1848,1091.56,3568.44,1515.0,1220.0,1047.0,265.0
1849,1091.7,3569.65,1541.0,1217.0,1038.0,273.0
1850,1091.84,3570.86,1504.0,1232.0,1031.0,260.0
1851,1091.98,3572.07,1534.0,1210.0,1047.0,256.0
1852,1092.12,3573.28,1586.0,1241.0,1069.0,270.0
1853,1092.27,3574.48,1534.0,1248.0,1073.0,256.0
1854,1092.41,3575.69,1500.0,1237.0,1048.0,243.0
1855,1092.55,3576.9,1507.0,1259.0,1053.0,267.0
1856,1092.69,3578.11,1537.0,1240.0,1063.0,275.0
1857,1092.83,3579.32,1544.0,1224.0,1059.0,259.0
1858,1092.97,3580.53,1550.0,1266.0,1055.0,260.0
1859,1093.11,3581.73,1564.0,1278.0,1050.0,265.0
1860,1093.25,3582.94,1563.0,1295.0,1059.0,285.0
1861,1093.39,3584.15,1564.0,1274.0,1068.0,279.0
1862,1093.54,3585.36,1548.0,1222.0,1068.0,268.0
1863,1093.68,3586.56,1552.0,1243.0,1070.0,273.0
1864,1093.82,3587.77,1556.0,1277.0,1033.0,263.0
1865,1093.96,3588.98,1554.0,1296.0,1041.0,264.0
1866,1094.1,3590.18,1555.0,1294.0,1075.0,272.0
1867,1094.24,3591.39,1535.0,1256.0,1072.0,252.0
1868,1094.38,3592.6,1523.0,1244.0,1097.0,248.0
1869,1094.52,3593.8,1558.0,1268.0,1085.0,267.0
1870,1094.67,3595.01,1584.0,1273.0,1062.0,262.0
1871,1094.81,3596.21,1565.0,1272.0,1054.0,274.0
1872,1094.95,3597.42,1546.0,1275.0,1033.0,280.0
1873,1095.09,3598.62,1515.0,1241.0,1041.0,259.0
1874,1095.23,3599.83,1528.0,1235.0,1036.0,263.0
1875,1095.37,3601.03,1558.0,1245.0,1042.0,280.0
1876,1095.51,3602.24,1537.0,1217.0,1040.0,271.0
1877,1095.65,3603.44,1536.0,1216.0,1053.0,261.0
1878,1095.79,3604.64,1536.0,1251.0,1101.0,274.0
1879,1095.93,3605.85,1539.0,1272.0,1090.0,284.0
1880,1096.08,3607.05,1537.0,1237.0,1070.0,272.0
1881,1096.22,3608.26,1559.0,1231.0,1062.0,249.0
1882,1096.36,3609.46,1613.0,1286.0,1071.0,263.0
1883,1096.5,3610.66,1637.0,1337.0,1081.0,274.0
1884,1096.64,3611.86,1655.0,1329.0,1090.0,266.0
1885,1096.78,3613.07,1774.0,1405.0,1140.0,280.0
1886,1096.92,3614.27,2205.0,1699.0,1309.0,281.0
1887,1097.06,3615.47,2913.0,2129.0,1678.0,274.0
1888,1097.2,3616.67,3718.0,2666.0,2170.0,287.0
1889,1097.34,3617.88,4433.0,3152.0,2600.0,302.0
1890,1097.48,3619.08,4949.0,3513.0,2957.0,318.0
1891,1097.63,3620.28,5345.0,3760.0,3261.0,319.0
1892,1097.77,3621.48,5628.0,3860.0,3400.0,304.0
1893,1097.91,3622.68,5514.0,3791.0,3326.0,310.0
1894,1098.05,3623.88,4839.0,3418.0,3022.0,320.0
1895,1098.19,3625.08,4034.0,2901.0,2580.0,302.0
1896,1098.33,3626.29,3467.0,2563.0,2276.0,294.0
1897,1098.47,3627.49,3079.0,2333.0,2079.0,314.0
1898,1098.61,3628.69,2769.0,2088.0,1833.0,307.0
1899,1098.75,3629.89,2455.0,1860.0,1638.0,291.0
1900,1098.89,3631.09,2211.0,1692.0,1515.0,282.0
1901,1099.03,3632.29,2020.0,1569.0,1373.0,292.0
1902,1099.18,3633.49,1793.0,1442.0,1241.0,308.0
1903,1099.32,3634.69,1629.0,1325.0,1122.0,298.0
1904,1099.46,3635.89,1501.0,1213.0,1041.0,278.0
1905,1099.6,3637.08,1400.0,1151.0,1015.0,254.0
1906,1099.74,3638.28,1368.0,1140.0,1002.0,267.0
1907,1099.88,3639.48,1350.0,1107.0,990.0,281.0
1908,1100.02,3640.68,1325.0,1104.0,974.0,268.0
1909,1100.16,3641.88,1331.0,1121.0,952.0,253.0
1910,1100.3,3643.08,1332.0,1104.0,916.0,241.0
1911,1100.44,3644.28,1346.0,1089.0,927.0,253.0
1912,1100.58,3645.47,1356.0,1080.0,928.0,249.0
1913,1100.72,3646.67,1322.0,1076.0,910.0,230.0
1914,1100.86,3647.87,1351.0,1081.0,935.0,251.0
1915,1101.0,3649.07,1341.0,1069.0,939.0,261.0
1916,1101.15,3650.27,1269.0,1044.0,897.0,235.0
1917,1101.29,3651.46,1231.0,1023.0,893.0,247.0
1918,1101.43,3652.66,1201.0,1012.0,873.0,273.0
1919,1101.57,3653.86,1186.0,992.0,857.0,271.0
1920,1101.71,3655.05,1177.0,958.0,847.0,247.0
1921,1101.85,3656.25,1142.0,945.0,823.0,235.0
1922,1101.99,3657.45,1111.0,955.0,820.0,267.0
1923,1102.13,3658.64,1134.0,942.0,806.0,272.0
1924,1102.27,3659.84,1129.0,931.0,795.0,256.0
1925,1102.41,3661.03,1084.0,921.0,773.0,249.0
1926,1102.55,3662.23,1076.0,899.0,771.0,248.0
1927,1102.69,3663.43,1106.0,887.0,770.0,254.0
1928,1102.83,3664.62,1091.0,876.0,753.0,247.0
1929,1102.97,3665.82,1049.0,862.0,758.0,244.0
1930,1103.11,3667.01,1014.0,846.0,745.0,242.0
1931,1103.25,3668.21,955.0,834.0,701.0,234.0
1932,1103.39,3669.4,947.0,833.0,682.0,237.0
1933,1103.54,3670.6,955.0,796.0,687.0,242.0
1934,1103.68,3671.79,928.0,765.0,681.0,235.0
1935,1103.82,3672.99,935.0,787.0,712.0,254.0
1936,1103.96,3674.18,927.0,777.0,706.0,255.0
1937,1104.1,3675.38,908.0,771.0,671.0,244.0
1938,1104.24,3676.57,917.0,767.0,674.0,252.0
1939,1104.38,3677.76,882.0,728.0,663.0,250.0
1940,1104.52,3678.96,839.0,714.0,638.0,239.0
1941,1104.66,3680.15,818.0,707.0,621.0,221.0
1942,1104.8,3681.34,821.0,709.0,626.0,235.0
1943,1104.94,3682.54,854.0,720.0,641.0,252.0
1944,1105.08,3683.73,836.0,703.0,650.0,252.0
1945,1105.22,3684.92,816.0,707.0,639.0,262.0
1946,1105.36,3686.12,836.0,693.0,616.0,255.0
1947,1105.5,3687.31,831.0,664.0,614.0,237.0
1948,1105.64,3688.5,798.0,679.0,621.0,242.0
1949,1105.78,3689.7,803.0,700.0,593.0,243.0
1950,1105.92,3690.89,803.0,705.0,583.0,250.0
1951,1106.06,3692.08,766.0,680.0,568.0,252.0
1952,1106.2,3693.27,751.0,641.0,549.0,225.0
1953,1106.34,3694.47,738.0,625.0,546.0,227.0
1954,1106.48,3695.66,717.0,636.0,544.0,242.0
1955,1106.63,3696.85,713.0,627.0,550.0,237.0
1956,1106.77,3698.04,703.0,607.0,533.0,229.0
1957,1106.91,3699.23,664.0,605.0,518.0,233.0
1958,1107.05,3700.42,662.0,605.0,529.0,243.0
1959,1107.19,3701.62,663.0,578.0,512.0,238.0
1960,1107.33,3702.81,661.0,568.0,508.0,235.0
1961,1107.47,3704.0,675.0,588.0,531.0,246.0
1962,1107.61,3705.19,667.0,573.0,525.0,256.0
1963,1107.75,3706.38,648.0,549.0,508.0,265.0
1964,1107.89,3707.57,637.0,552.0,506.0,266.0
1965,1108.03,3708.76,640.0,561.0,499.0,253.0
1966,1108.17,3709.95,624.0,560.0,479.0,246.0
1967,1108.31,3711.14,604.0,535.0,482.0,249.0
1968,1108.45,3712.33,582.0,523.0,472.0,245.0
1969,1108.59,3713.52,554.0,517.0,455.0,224.0
1970,1108.73,3714.71,574.0,498.0,449.0,229.0
1971,1108.87,3715.9,594.0,496.0,446.0,226.0
1972,1109.01,3717.09,565.0,497.0,443.0,221.0
1973,1109.15,3718.28,560.0,509.0,448.0,241.0
1974,1109.29,3719.47,543.0,508.0,447.0,243.0
