raman_shift_reported_cm-1,rep1,rep2,rep3
2228.518,222.41749,234.14054,253.88852
2231.056,220.60621,231.92676,250.06473
2233.591,219.5999,232.53048,250.46718
2236.125,216.98352,232.53041,250.86961
2238.658,220.00261,233.13445,251.87618
2241.188,221.00871,235.75057,254.08977
2243.717,218.19093,231.1215,250.46697
2246.245,219.19711,229.51138,254.08941
2248.77,221.81366,227.29784,246.84459
2251.294,215.57489,226.6942,252.07731
2253.816,211.95226,228.10294,243.22212
2256.337,213.15976,226.09036,242.41707
2258.855,212.95854,221.05904,235.17198
2261.372,208.32955,222.26643,240.80693
2263.888,209.7384,219.04644,233.9644
2266.402,203.70078,217.83894,232.55566
2268.914,206.31685,217.83868,233.76289
2271.424,205.10943,214.21622,226.31663
2273.932,200.8831,216.83256,226.11541
2276.439,203.90181,212.80734,230.94537
2278.945,207.1222,216.83276,231.75074
2281.448,200.68191,218.04015,233.96439
2283.95,204.90838,221.46159,232.95824
2286.45,202.49301,215.42364,231.95162
2288.949,200.68181,218.2413,233.36051
2291.446,197.46155,212.00222,226.31643
2293.941,197.66292,217.63747,230.54288
2296.435,201.68831,214.01519,228.32942
2298.927,201.68796,211.80102,228.73153
2301.417,201.2857,214.41759,227.92679
2303.905,199.2732,211.39883,233.15947
2306.392,197.86444,214.8202,230.34195
2308.877,203.902,214.21631,226.9205
2311.361,199.07193,212.60634,229.93938
2313.843,200.0781,207.17235,229.93926
2316.323,195.24792,208.58108,226.9204
2318.802,194.04061,212.80768,221.68805
2321.279,201.48709,213.81398,228.53072
2323.754,198.46807,212.00248,222.89538
2326.228,198.0656,214.41758,221.88915
2328.7,195.85177,209.18493,221.08412
2331.17,195.24781,201.7383,220.27889
2333.639,190.01551,207.37382,220.88305
2336.106,189.61259,201.33571,219.47379
2338.571,196.25436,206.16619,223.70051
2341.035,190.41786,199.92719,220.2791
2343.497,188.40518,202.34212,213.83881
2345.957,189.41145,204.95843,218.66891
2348.416,188.00256,201.73825,216.05249
2350.873,189.4117,205.56247,220.883
2353.329,187.19769,201.53715,210.01502
2355.783,187.399,206.76985,215.24771
2358.235,192.83289,198.31711,218.06525
2360.686,189.61288,202.54356,215.6503
2363.135,187.39895,196.90829,214.64389
2365.582,189.00925,202.54371,218.66927
2368.028,184.58153,197.51223,215.24784
2370.472,186.79528,196.10337,206.79506
2372.915,177.53733,194.09064,208.20367
2375.355,186.99657,195.09713,209.81393
2377.795,182.97146,194.09086,204.78256
2380.232,182.36778,196.50603,210.21656
2382.668,181.16001,190.06559,204.37989
2385.103,178.94626,188.45562,207.19755
2387.536,176.73237,190.06559,199.75102
2389.967,175.12216,185.83905,198.94582
2392.397,177.33594,184.63148,200.15331
2394.824,171.90188,183.02128,198.74436
2397.251,172.90827,191.6754,203.17211
2399.676,174.11586,186.04029,203.37341
2402.099,175.12199,182.41752,196.93308
2404.52,170.29171,178.99604,200.35427
2406.94,172.30445,175.97738,195.72561
2409.359,173.31085,188.85789,192.7069
2411.775,174.71951,183.82635,199.34818
2414.191,168.8832,181.0089,200.75712
2416.604,169.48671,179.19733,198.34175
2419.016,168.68175,181.61246,193.71295
2421.426,171.29828,187.4491,192.30439
2423.835,171.90196,185.23518,193.91433
2426.242,170.89584,185.0341,197.1346
2428.648,161.63776,175.57478,188.27906
2431.052,168.68188,178.19125,191.4993
2433.454,165.26064,179.80143,193.31074
2435.855,166.26682,181.61263,190.49304
2438.255,168.88328,179.19768,196.32959
2440.652,170.89558,174.97102,191.2979
2443.048,167.273,175.97735,188.07786
2445.443,161.23535,176.78242,191.09675
2447.836,169.88976,185.83935,189.48712
2450.227,167.27324,178.59393,193.51203
2452.617,168.68197,177.78883,194.51823
2455.005,166.2668,182.82014,193.51186
2457.392,169.08459,181.41155,195.92714
2459.777,170.09098,184.43052,199.95238
2462.16,173.51225,181.61283,197.5372
2464.542,169.88956,178.59391,192.90825
2466.923,173.10982,186.04055,199.7511
2469.301,169.68834,178.19143,198.94595
2471.679,170.29212,180.60652,190.49322
2474.054,165.86462,183.22302,194.116
2476.428,166.87067,179.19763,195.52452
2478.801,169.88967,177.99025,196.73222
2481.172,167.67572,177.58761,193.51199
2483.541,165.86448,180.20403,191.70078
2485.909,171.90223,178.59402,198.94603
2488.275,166.26696,177.58766,192.10325
2490.64,164.45562,178.39265,194.51829
2493.003,160.43031,175.77613,190.29172
2495.365,163.24798,175.17244,191.90185
2497.725,162.24162,178.79498,195.12185
2500.084,165.66324,177.78897,193.71336
2502.441,164.65681,171.54985,187.47425
2504.796,160.43054,177.38643,182.24175
2507.15,160.43052,177.58767,188.27941
2509.503,167.07222,178.59418,193.51231
2511.853,162.24187,175.7764,182.84553
2514.203,159.4241,170.34229,180.63152
2516.55,159.8268,176.98397,182.44305
2518.897,151.37369,165.91452,181.43642
2521.241,154.39276,168.73234,178.82033
2523.585,151.57512,169.13481,178.61903
2525.926,152.98396,165.51223,177.21028
2528.266,156.20407,164.50593,175.60021
2530.605,152.38005,162.29197,177.81389
2532.942,150.97129,161.48699,174.19133
2535.277,144.93334,158.26664,169.36092
2537.611,146.94603,159.87682,170.56859
2539.944,149.76367,158.87057,169.96485
2542.275,145.13473,160.48062,172.17867
2544.604,145.13481,164.50584,174.59383
2546.932,142.92091,157.86429,171.1724
2549.259,149.15997,158.26688,170.1662
2551.583,149.15988,159.07181,166.94599
2553.907,152.17881,155.85176,170.56867
2556.229,141.71311,155.04641,167.34823
2558.549,145.73844,152.83277,167.14717
2560.868,146.34225,157.26047,161.10951
2563.185,146.9458,155.44892,164.73189
2565.501,142.92077,155.65031,172.37977
2567.815,144.32958,155.2478,173.98983
2570.128,144.93322,156.65645,168.75701
2572.439,145.33592,162.49311,174.19115
2574.749,144.12833,160.27923,167.14712
2577.057,144.3296,162.09056,172.3798
2579.364,149.96472,162.89549,170.56839
2581.669,142.51816,163.49921,176.00226
2583.973,146.74466,160.07796,174.9961
2586.275,145.53698,155.4489,171.17207
2588.576,145.13455,158.26659,170.36714
2590.875,142.31699,157.46161,166.14081
2593.173,143.52447,156.25399,166.7445
2595.469,143.122,156.25405,171.1722
2597.764,142.31701,158.87043,166.34209
2600.058,142.51826,159.27294,169.36094
2602.349,148.15348,153.43649,167.75089
2604.64,141.3107,153.23521,167.14709
2606.929,143.72564,152.22876,168.35445
2609.216,143.92709,158.26668,172.17855
2611.502,139.49909,159.47385,166.54298
2613.786,139.90157,157.6625,165.13415
2616.069,148.15336,153.43636,168.55577
2618.351,142.31686,157.86398,168.35448
2620.631,139.70036,154.03994,165.13421
2622.909,138.69408,149.00852,163.12164
2625.186,140.30443,152.63147,168.55592
2627.462,134.06537,148.00248,160.70683
2629.736,137.48672,150.41753,156.4804
2632.008,133.26014,142.97083,153.46136
2634.28,129.83887,138.9458,154.46777
2636.549,129.23498,139.14693,150.84502
2638.817,130.0401,139.54954,149.83883
2641.084,125.20984,142.16582,150.64378
2643.349,123.80098,138.34187,150.64372
2645.613,125.00864,138.14074,150.24134
2647.876,124.40485,136.53065,148.43001
2650.136,126.01484,133.71296,144.20351
2652.396,121.58718,131.70041,142.19097
2654.654,121.78852,130.29169,138.76968
2656.91,122.5936,131.49929,141.7886
2659.165,125.4112,133.71311,140.98355
2661.419,119.77595,127.87661,137.56215
2663.671,123.80108,131.0967,134.7445
2665.922,114.94569,126.26649,136.55582
2668.171,115.14702,125.46154,138.56848
2670.419,115.75069,121.23499,128.70671
2672.665,114.54315,122.64382,128.90798
2674.91,109.10908,119.22234,128.70663
2677.154,112.53062,123.85144,129.91435
2679.396,110.92038,117.61224,125.88899
2681.636,112.1281,118.6187,124.68162
2683.875,110.5179,116.80724,122.26638
2686.113,107.09652,112.78208,127.0966
2688.349,109.109,109.96435,121.46124
2690.584,109.31033,113.18457,119.65
2692.818,108.10286,116.00227,125.08407
2695.049,103.27258,111.57453,117.03367
2697.28,102.66877,110.36694,117.83867
2699.509,101.66251,104.12794,117.03367
2701.737,104.88265,108.75689,113.61227
2703.963,102.06501,110.36695,114.01477
2706.188,103.27273,107.95201,114.61873
2708.411,100.25375,106.54311,112.20352
2710.633,98.0399,106.1406,111.80102
2712.853,96.42981,110.16577,108.78212
2715.073,100.65628,105.73808,119.2476
2717.29,98.24122,107.14696,113.81367
2719.506,94.81968,106.14053,114.01479
2721.721,95.42362,105.53693,110.79483
2723.935,96.83228,104.12794,107.77577
2726.147,103.07146,106.74445,113.41116
2728.357,97.8387,108.35452,110.19101
2730.566,96.42984,105.33559,112.40482
2732.774,99.64996,105.93932,109.78841
2734.98,99.65004,106.34193,111.59983
2737.185,94.61849,106.74439,115.82621
2739.389,95.82611,104.12808,112.40488
2741.591,98.845,106.54319,115.42375
2743.792,99.24755,107.54951,113.61245
2745.991,99.24754,106.94572,112.20362
2748.189,96.02738,105.73816,114.01496
2750.385,97.03368,107.95203,115.42378
2752.58,98.84506,108.75711,118.04019
2754.774,101.26024,110.76977,116.02767
2756.966,99.24749,106.94567,117.03378
2759.157,95.6242,104.12737,114.21543
2761.346,97.63739,106.34187,114.01488
2763.534,100.25384,108.75706,115.62503
2765.721,95.62487,106.14069,111.80112
2767.906,95.02105,103.72554,109.98974
2770.09,92.60593,103.52428,110.39226
2772.273,93.61223,98.29153,111.80108
2774.454,90.59338,102.92057,109.18477
2776.634,93.81339,102.31662,106.36696
2778.812,98.44258,102.71935,107.17223
2780.989,96.63123,104.32943,110.39237
2783.164,93.61225,99.90162,105.36079
2785.339,88.37937,95.27253,104.75689
2787.511,85.76314,98.09034,103.95204
2789.683,88.78195,100.70661,107.77585
2791.853,90.59338,98.69411,111.19737
2794.021,92.00219,98.29157,109.38601
2796.189,94.21606,97.6878,109.58728
2798.354,92.60599,100.50545,102.94573
2800.519,90.99586,98.29154,103.54946
2802.682,92.2035,99.49919,104.15332
2804.844,91.19713,95.07139,101.53686
2807.004,92.00222,98.89538,103.75077
2809.163,89.38584,95.07144,99.92685
2811.321,89.78832,95.67518,108.98349
2813.477,87.97694,91.8512,99.12172
2815.632,92.00226,94.66896,98.71932
2817.785,88.7821,95.67527,101.13446
2819.938,83.95177,93.66258,97.10916
2822.088,86.97073,93.8639,99.32309
2824.238,90.39208,91.85121,102.34189
2826.386,88.17832,93.05889,95.09665
2828.533,84.15302,93.66258,95.70033
2830.678,85.15935,92.25379,98.31675
2832.822,81.33536,88.22854,95.49907
2834.965,80.73165,82.39205,92.48025
2837.106,82.74421,86.21596,92.88271
2839.246,77.91394,86.81973,92.07766
2841.384,75.49882,84.80714,88.45499
2843.521,82.74414,88.42975,90.46751
2845.657,78.3164,85.6121,90.87003
2847.792,77.31013,83.19701,90.06502
2849.925,78.92022,82.59323,93.08393
2852.057,72.47987,83.8008,88.65621
2854.187,80.12783,83.59958,91.4739
2856.316,76.50512,83.59956,93.08397
2858.444,73.28494,84.40461,89.66254
2860.57,74.69371,82.39194,90.065
2862.696,78.51766,86.01462,88.05238
2864.819,76.50501,81.7881,86.03973
2866.942,70.8696,75.75017,79.80054
2869.063,70.46708,78.56782,84.22827
2871.182,75.90118,81.5868,91.27244
2873.301,75.09617,85.81329,86.03971
2875.418,76.30377,83.59947,88.45488
2877.534,78.11519,87.62476,93.88899
2879.648,77.51141,85.81342,90.46757
2881.761,80.93289,91.85128,99.32307
2883.873,81.13416,88.83238,99.32308
2885.983,80.93292,89.23492,99.12184
2888.092,83.14674,92.85756,97.10918
2890.2,81.13404,91.24737,96.30403
2892.306,83.95184,91.65006,96.70673
2894.411,82.14051,88.63117,100.12818
2896.515,77.71267,83.80082,92.8827
2898.617,75.09627,82.59324,94.2915
2900.718,77.10895,86.01475,90.06512
2902.818,76.10266,79.57442,91.2727
2904.917,74.29127,83.19707,88.25374
2907.014,76.1026,79.37309,89.86381
2909.11,74.69385,77.56182,87.24751
2911.204,71.27235,76.95798,85.23484
2913.297,75.90137,77.76304,87.64998
2915.389,73.68754,77.76308,85.2349
2917.48,72.27861,79.37306,83.42344
2919.569,69.46105,81.98957,85.83869
2921.657,71.27239,76.5555,83.02102
2923.743,70.06482,76.15298,82.81976
2925.829,68.65597,72.73151,82.41721
2927.913,73.28505,72.93284,84.63115
2929.995,74.69385,81.58705,83.42355
2932.077,71.07119,79.77575,83.42361
2934.157,68.85725,76.75676,81.61218
2936.236,71.27238,73.9391,85.23488
2938.313,70.66867,77.56189,89.26019
2940.389,66.03961,73.93914,84.42988
2942.464,72.47996,78.16559,81.41093
2944.538,68.25343,71.72519,83.22223
2946.61,67.44842,74.34163,82.41724
2948.681,71.0712,74.3417,82.0148
2950.751,71.87623,72.93285,84.02738
2952.819,67.6497,73.33534,82.01473
2954.886,71.67496,73.53663,84.83242
2956.952,71.07113,79.1719,80.40463
2959.016,73.48628,79.57443,85.43616
2961.08,71.87622,81.18456,89.0589
2963.142,75.70016,87.22235,91.87651
2965.202,78.71909,85.61228,97.31055
2967.262,83.34808,91.24756,93.08406
2969.32,82.34181,92.25391,102.34209
2971.376,77.71278,93.05893,104.1534
2973.432,80.3291,89.83867,97.51172
2975.486,77.51144,85.61219,96.90793
2977.539,80.32928,85.20986,98.31698
2979.591,76.10263,84.80717,95.29788
2981.641,78.92035,84.20345,98.51811
2983.69,81.53681,87.62496,100.12828
2985.738,81.93924,86.01478,100.53069
2987.785,82.74442,89.43636,103.54976
2989.83,85.36078,98.49305,106.1661
2991.874,84.95821,97.88921,110.19123
2993.916,88.78224,101.71324,116.43038
2995.958,95.6252,106.94611,118.64434
2997.998,85.36076,101.71319,112.40513
3000.037,85.96454,98.0905,105.76355
3002.075,81.33552,90.64384,103.54967
3004.111,80.73177,89.23505,104.95853
3006.146,76.9078,89.23505,99.32324
3008.18,77.31032,88.43,100.93332
3010.212,74.49263,88.22871,94.69421
3012.244,77.31028,86.21608,99.92696
3014.274,73.48631,87.22239,96.30428
3016.302,75.70027,90.04014,101.93968
3018.33,77.10907,89.0338,103.1472
3020.356,81.7381,94.87038,102.94596
3022.381,83.34828,98.69444,109.99018
3024.405,81.13438,96.88306,107.37376
3026.427,81.73817,94.87047,110.19142
3028.449,86.36719,96.2793,113.21033
3030.469,85.56221,101.31089,116.63183
3032.487,0.62896,0.47801,0.70443
3034.505,-1.58498,-1.13213,0.10063
3036.521,-3.19511,-2.13846,-3.52217
