USB4F00653_1:101,
595.294,1513.42261
595.496,1072.70386
595.698,-92.37244
595.9,995.30859
596.103,1730.27428
596.305,1425.78023
596.507,223.45714
596.709,441.99681
596.911,278.12431
597.113,528.05957
597.315,311.75482
597.517,1296.3291
597.719,1715.68577
597.921,865.53879
598.123,611.97479
598.325,1404.90707
598.527,2771.9838
598.729,1375.68076
598.931,-41.7875
599.133,867.63267
599.335,2844.59925
599.536,349.57942
599.738,1500.9047
599.94,1377.76851
600.142,3246.77448
600.344,980.66225
600.546,542.74815
600.747,2105.06718
600.949,549.04281
601.151,2127.95082
601.353,4060.01772
601.554,1317.21442
601.756,999.49302
601.958,1755.28077
602.16,439.89708
602.361,1231.56938
602.563,1615.62228
602.764,53.00478
602.966,1196.0461
603.168,1202.31543
603.369,704.22767
603.571,208.7353
603.772,2587.24771
603.974,1576.0001
604.176,437.79732
604.377,865.53879
604.579,1538.456
604.78,708.41966
604.981,1432.04173
605.183,993.21633
605.384,2871.56601
605.586,1346.4499
605.787,420.99812
605.989,2184.11025
606.19,1381.94393
606.391,1477.95312
606.593,1120.7968
606.794,632.94626
606.995,540.64987
607.197,1882.35125
607.398,1490.4725
607.599,34265.25823
607.801,341.17484
608.002,2057.21224
608.203,976.47734
608.404,1469.60641
608.605,1198.1359
608.807,622.46089
609.008,658.10819
609.209,672.78407
609.41,995.30859
609.611,899.03758
609.812,1014.13772
610.013,1550.97149
610.215,846.69268
610.416,892.75708
610.617,901.13102
610.818,2969.04043
611.019,1690.6745
611.22,1938.57161
611.421,347.47832
611.622,670.68761
611.823,1782.36775
612.024,691.651
612.225,1951.06307
612.426,859.257
612.626,614.07207
612.827,852.97496
613.028,469.29052
613.229,1819.86705
613.43,936.71551
613.631,649.72134
613.832,1984.37018
614.032,1646.89742
614.233,974.38485
614.434,729.37794
614.635,1880.26873
614.835,2809.3312
615.036,101.42723
615.237,2487.56201
615.438,850.88089
615.638,639.23713
615.839,2419.00587
616.04,762.90532
616.24,651.8181
616.441,676.97692
616.641,1923.99735
616.842,662.30145
617.043,1365.24169
617.243,1475.86647
617.444,1085.25113
617.644,880.19536
617.845,3107.93849
618.045,1494.64545
618.246,2456.4024
618.446,861.35096
618.647,1546.79975
618.847,582.60983
619.048,653.91483
619.248,252.89603
619.448,1187.68665
619.649,563.72931
619.849,1204.40516
620.049,580.51211
620.25,225.56013
620.45,1598.94022
620.65,1202.31543
620.851,1135.43113
621.051,1267.08564
621.251,332.76975
621.451,966.01463
621.652,685.36228
621.852,802.70982
622.052,595.19552
622.252,219.25106
622.452,1459.17251
622.653,59.32178
622.853,593.09798
623.053,446.19618
623.253,1333.92097
623.453,1398.64467
623.653,305.44973
623.853,1120.7968
624.053,1137.52165
624.253,483.985
624.453,1594.76949
624.653,808.99383
624.853,446.19618
625.053,1110.34295
625.253,4.56419
625.453,1361.0659
625.653,2371.21339
625.853,783.85631
626.053,1300.50636
626.253,175.07933
626.453,1120.7968
626.653,706.32368
626.852,953.4585
627.052,653.91483
627.252,599.39051
627.452,280.22646
627.652,248.69086
627.851,1561.40047
628.051,1258.7295
628.251,1206.49486
628.451,450.39542
628.65,808.99383
628.85,834.12738
629.05,630.84924
629.249,46.68748
629.449,126.68401
629.649,750.3334
629.848,760.81007
630.048,448.29581
630.247,744.04705
630.447,972.29234
630.646,618.26654
630.846,1628.13292
631.045,95.11228
631.245,773.38116
631.444,345.37719
631.644,660.20483
631.843,1611.4519
632.043,444.09651
632.242,777.5713
632.442,202.42545
632.641,756.61949
632.84,1598.94022
633.04,93.00723
633.239,1492.55899
633.439,1244.10533
633.638,695.84334
633.837,132.99744
634.036,18474.20086
634.236,626.65512
634.435,221.35412
634.634,360.08443
634.833,116.16094
635.033,2048.88862
635.232,492.38118
635.431,1379.85623
635.63,1621.8777
635.829,645.52775
636.029,1078.97761
636.228,832.03307
636.427,978.56981
636.626,2175.79118
636.825,1068.52123
637.024,1114.52456
637.223,781.76133
637.422,1769.8665
637.621,1634.38795
637.82,959.73668
638.019,483.985
638.218,2065.53556
638.417,254.99856
638.616,1842.78004
638.815,1636.47291
639.014,1379.85623
639.213,653.91483
639.412,1022.50554
639.61,406.29721
639.809,2414.85037
640.008,1832.36535
640.207,769.19091
640.406,2252.73148
640.605,739.85602
640.803,109.8467
641.002,681.16966
641.201,305.44973
641.4,1384.0316
641.598,942.99433
641.797,370.58866
641.996,336.97236
642.194,1030.87296
642.393,1746.94561
642.592,911.59785
642.79,341.17484
642.989,515.46819
643.187,869.72652
643.386,685.36228
643.585,1294.24044
643.783,689.55479
643.982,525.96108
644.18,1141.70262
644.379,-138.76005
644.577,378.99148
644.776,345.37719
644.974,880.19536
645.173,376.89083
645.371,368.48788
645.569,158.24817
645.768,179.28679
645.966,982.75466
646.165,844.59853
646.363,647.62456
646.561,775.47625
646.759,1037.14825
646.958,-16.50266
647.156,919.97083
647.354,2107.14761
647.553,2508.33299
647.751,1724.02219
647.949,1302.59495
648.147,-48.1095
648.345,-273.80635
648.544,1967.71725
648.742,1578.08568
648.94,492.38118
649.138,2697.27407
649.336,1214.85342
649.534,431.49785
649.732,381.09211
649.93,332.76975
650.129,624.55802
650.327,366.38706
650.525,225.56013
650.723,1106.16123
650.921,710.51562
651.119,616.16932
