wavelength_nm_reported,counts
854.536,4323.83245
854.784,4362.02389
855.031,4519.80972
855.279,4621.31088
855.526,4561.01358
855.774,4551.96887
856.021,4451.47037
856.268,4450.46537
856.516,4515.7898
856.763,4628.34549
857.01,4594.17724
857.257,4581.11281
857.504,4578.09794
857.751,4561.01358
857.998,4469.56035
858.245,4427.35023
858.492,4468.55535
858.739,4472.57534
858.986,4501.72004
859.233,4555.98875
859.48,4590.15743
859.726,4554.98378
859.973,4514.78482
860.219,4532.87442
860.466,4564.02847
860.713,4599.20201
860.959,4595.1822
861.205,4548.95397
861.452,4602.21687
861.698,4687.63652
861.945,4621.31088
862.191,4609.25152
862.437,4688.64145
862.683,4608.24657
862.929,4637.38996
863.175,4578.09794
863.421,4529.85949
863.667,4533.87939
863.913,4396.19477
864.159,4456.49538
864.405,4465.54037
864.651,4306.74665
864.897,3986.11881
865.142,3590.06191
865.388,3840.36775
865.634,4612.26636
865.879,4895.64831
866.125,4683.61683
866.37,4450.46537
866.616,4475.59032
866.861,4509.75991
867.107,4518.80474
867.352,4454.48538
867.597,4353.98363
867.843,4303.7315
868.088,4404.23492
868.333,4535.88934
868.578,4527.84954
868.823,4491.67018
869.068,4512.77486
869.313,4583.12273
869.558,4548.95397
869.803,4602.21687
870.048,4758.98519
870.293,6382.45621
870.537,9548.43562
870.782,9889.52224
871.027,6880.56874
871.272,4888.61434
871.516,4525.83959
871.761,4403.2299
872.005,4385.13953
872.25,4355.99369
872.494,4341.92319
872.738,4279.61018
872.983,4313.78199
873.227,4322.8274
873.471,4340.91815
873.715,4385.13953
873.96,4304.73655
874.204,4355.99369
874.448,4344.9383
874.692,4374.08424
874.936,4367.04904
875.18,4390.16464
875.424,4363.02892
875.667,4361.01886
875.911,4369.0591
876.155,4351.97356
876.399,4348.95845
876.642,4394.18473
876.886,4397.19979
877.13,4279.61018
877.373,4284.63547
877.617,4300.71634
877.86,4240.41263
878.104,4184.12808
878.347,4224.33144
878.59,4244.43291
878.833,4245.43798
879.077,4168.04659
879.32,4080.602
879.563,4002.20126
879.806,4009.23731
880.049,4119.80161
880.292,4218.30097
880.535,4284.63547
880.778,4215.28573
881.021,4101.70954
881.264,4141.91399
881.507,4151.96501
881.749,4263.52919
881.992,4213.27557
882.235,4123.82205
882.477,4171.06188
882.72,4111.7607
882.962,4128.8476
883.205,4154.98032
883.447,4195.18406
883.69,4203.22474
883.932,4173.07206
884.174,4143.92419
884.417,4070.55073
884.659,3926.81404
884.901,3879.57044
885.143,3971.04144
885.385,4022.30421
885.627,3925.80887
885.869,4020.29392
886.111,4100.70442
886.353,4147.94461
886.595,4106.73513
886.837,3881.58082
887.079,3869.51852
887.32,3973.05176
887.562,4093.66859
887.804,4141.91399
888.045,4124.82716
888.287,4040.39674
888.529,3908.72084
888.77,3878.56525
889.011,3887.61196
889.253,3927.81922
889.494,3992.14974
889.735,3884.59639
889.977,3869.51852
890.218,3966.01563
890.459,3831.32091
890.7,3691.59404
890.941,3653.39422
891.182,3715.71999
891.423,3658.42054
891.664,3340.74125
891.905,3022.02432
892.146,2868.18419
892.387,3109.49873
892.628,3277.4026
892.868,3246.23549
893.109,2993.87113
893.35,2821.93016
893.59,2681.15292
893.831,2578.58279
894.071,2384.49518
894.312,2209.50482
894.552,2255.76754
894.793,2420.69892
895.033,2357.34211
895.273,1996.28574
895.514,1830.32759
895.754,2053.61485
895.994,2052.60908
896.234,1846.42086
896.474,1924.87444
896.714,2207.49338
896.954,2269.84737
897.194,2246.71619
897.434,2173.29877
897.674,1703.59046
897.914,1317.31535
898.153,1458.14977
898.393,2003.32621
898.633,2335.21722
898.872,2183.35604
899.112,1786.07071
899.352,1722.70192
899.591,1702.58459
899.83,1750.86597
900.07,1829.32176
900.309,1864.52569
900.549,1842.39755
900.788,1902.74669
901.027,1975.16425
901.266,1894.7002
901.505,1810.2109
901.745,2019.41866
901.984,2192.40757
902.223,2494.11084
902.462,2890.30545
902.701,3084.36265
902.939,2853.10143
903.178,2605.73402
903.417,2680.14734
903.656,2849.07935
903.895,2775.67546
904.133,2593.66683
904.372,2606.73962
904.61,2763.6089
904.849,2642.9409
905.087,2190.39612
905.326,2036.5168
905.564,2100.88548
905.803,2014.38978
906.041,1703.59046
906.279,1683.47303
906.518,1988.23948
906.756,2071.71857
906.994,1862.51405
907.232,1869.5548
907.47,1902.74669
907.708,1819.26342
907.946,1724.71364
908.184,1751.87183
908.422,1787.07656
908.66,1771.98886
908.897,1824.2926
909.135,1878.60716
909.373,1950.01944
909.61,1820.26926
909.848,1913.81059
910.086,2314.09787
910.323,2491.09394
910.561,2292.97839
910.798,2539.36394
911.036,4944.8857
911.273,7076.37588
911.51,6353.33006
911.747,3286.45106
911.985,1905.76412
912.222,1563.77186
912.459,1493.35749
912.696,1622.11413
912.933,1821.27509
913.17,1878.60716
913.407,1912.80478
913.644,1870.56062
913.881,1741.81326
914.118,1480.28037
914.354,1293.17174
914.591,1392.76306
914.828,1587.91361
915.065,1701.57872
915.301,1844.4092
915.538,1909.78736
915.774,1791.09993
916.011,1564.77777
916.247,1389.74518
916.484,1255.95003
916.72,1403.82859
916.956,1669.39075
917.192,1743.82498
917.429,1713.64914
917.665,1927.89185
917.901,2107.92573
918.137,2060.6552
918.373,1948.00785
918.609,2018.41288
918.845,2232.63626
919.081,2490.08831
919.317,2490.08831
919.553,2238.67052
919.788,2037.52257
920.024,2047.58025
920.26,2013.384
920.495,1919.84542
920.731,2014.38978
920.966,2370.41584
921.202,3090.39533
921.437,3557.89263
921.673,3279.41337
921.908,2423.71588
922.144,2006.34355
922.379,1874.58389
922.614,1735.77811
922.849,1693.53176
923.084,1675.42602
923.32,1728.73709
923.555,1737.78983
923.79,1793.11162
924.025,1804.17587
924.26,1738.79569
924.495,1766.95961
924.729,1787.07656
924.964,1648.26723
925.199,1596.96672
925.434,1738.79569
925.668,1877.60135
925.903,1746.84255
926.138,1550.69502
926.372,1423.94764
926.607,1242.87203
926.841,1124.16191
927.075,1106.05324
927.31,1083.9203
927.544,1034.62371
927.778,990.35682
928.013,976.27179
928.247,1012.49034
928.481,937.03462
928.715,877.67504
928.949,874.65673
929.183,859.56514
929.417,850.51016
929.651,807.24716
929.885,786.11854
930.119,786.11854
930.353,750.9039
930.586,743.86093
930.82,720.71966
931.054,703.61515
931.287,684.49824
931.521,684.49824
931.754,671.4182
931.988,684.49824
932.221,698.58439
932.455,674.43668
932.688,639.22099
932.921,669.40589
933.155,667.39357
933.388,655.31963
933.621,670.41204
933.854,686.51055
934.087,723.73809
934.32,804.2288
934.553,747.88549
934.786,718.70737
935.019,682.48593
935.252,672.42436
935.485,666.38741
935.718,646.26415
935.951,634.19015
936.183,636.20248
936.416,656.32579
936.649,658.33812
936.881,630.16547
937.114,658.33812
937.346,656.32579
937.579,690.53517
937.811,748.89162
938.043,807.24716
938.276,841.45516
938.508,860.57125
938.74,813.28389
938.972,738.83023
939.204,688.52286
939.436,651.29497
939.668,684.49824
939.9,671.4182
940.132,675.44284
940.364,676.44899
940.596,703.61515
940.828,683.49209
941.06,669.40589
941.292,678.46131
941.523,669.40589
941.755,653.3073
941.986,648.27648
942.218,686.51055
942.45,690.53517
942.681,686.51055
942.912,654.31347
943.144,629.1593
943.375,626.14079
943.606,649.28265
943.838,667.39357
944.069,660.35044
944.3,654.31347
944.531,656.32579
944.762,608.02967
944.993,623.12227
945.224,622.1161
945.455,625.13462
945.686,614.06672
945.917,625.13462
946.148,660.35044
946.379,638.21482
946.609,652.30114
946.84,655.31963
947.071,636.20248
947.301,601.99261
947.532,636.20248
947.762,708.64589
947.993,729.77496
948.223,683.49209
948.454,670.41204
948.684,598.97408
948.914,580.86283
949.144,590.92464
949.375,628.15313
949.605,665.38125
949.835,714.68278
950.065,710.65819
950.295,694.55978
950.525,641.23332
950.755,599.98025
950.985,594.94936
951.215,559.73292
951.444,589.91846
951.674,599.98025
951.904,617.08524
952.134,653.3073
952.363,655.31963
952.593,660.35044
952.822,653.3073
953.052,667.39357
953.281,620.10376
953.511,583.88137
953.74,608.02967
953.969,643.24565
954.199,646.26415
954.428,643.24565
954.657,628.15313
954.886,662.36276
955.115,704.6213
955.344,680.47362
955.573,635.19631
955.802,632.17781
956.031,652.30114
956.26,731.78724
956.489,785.11241
956.718,800.2043
956.947,756.94072
957.175,718.70737
957.404,708.64589
957.633,695.56594
957.861,648.27648
958.09,615.07289
958.318,630.16547
958.547,651.29497
958.775,656.32579
959.003,678.46131
959.232,731.78724
959.46,728.76881
959.688,697.57824
959.916,725.75038
960.144,777.06338
960.373,820.32673
960.601,791.14918
960.829,773.03886
961.057,728.76881
961.284,748.89162
961.512,708.64589
961.74,755.93458
961.968,852.52238
962.196,951.11981
962.423,954.13805
962.651,889.74825
962.879,838.43682
963.106,883.71165
963.334,893.77265
963.561,899.80923
963.789,919.93111
964.016,966.21102
964.243,1022.55098
964.471,1329.38709
964.698,1760.92451
964.925,1929.90346
965.152,1603.00211
965.379,1195.58966
965.607,1101.02304
965.834,1087.94448
966.061,1174.46329
966.288,1300.21364
966.514,1458.14977
966.741,1482.29224
966.968,1401.81667
967.195,1339.44684
967.422,1347.49463
967.648,1377.67365
967.875,1419.92384
968.102,1397.79285
968.328,1430.98928
968.555,1453.12006
968.781,1458.14977
969.008,1415.90003
969.234,1488.32783
969.46,1579.86638
969.687,1627.14358
969.913,1651.28489
970.139,1585.9018
970.365,1573.83095
970.591,1561.76005
970.817,1595.96082
971.043,1610.04339
971.269,1575.84276
971.495,1491.34563
971.721,1446.07846
971.947,1489.33377
972.173,1529.57077
972.399,1463.17946
972.624,1408.85836
972.85,1355.54239
973.076,1392.76306
973.301,1397.79285
973.527,1435.01307
973.752,1428.97738
973.978,1439.03685
974.203,1451.10818
974.429,1408.85836
974.654,1346.48865
974.879,1363.59013
975.104,1354.53642
975.33,1389.74518
975.555,1403.82859
975.78,1527.55893
976.005,1612.05519
976.23,1651.28489
976.455,1630.16126
976.68,1520.51749
976.905,1500.39899
977.13,1486.31597
977.354,1568.80141
977.579,1649.27312
977.804,1620.10234
978.029,1506.43455
978.253,1425.95954
978.478,1419.92384
978.702,1467.20321
978.927,1493.35749
979.151,1424.95359
979.376,1468.20915
979.6,1545.66545
979.824,1629.15537
980.049,1669.39075
980.273,1655.30842
980.497,1608.0316
980.721,1585.9018
980.945,1606.01981
981.169,1642.23192
981.393,1563.77186
981.617,1516.4938
981.841,1595.96082
982.065,1699.56698
982.289,1744.83084
982.513,1790.09409
982.736,1790.09409
982.96,1763.94206
983.184,1713.64914
983.407,1665.36724
983.631,1626.13769
983.855,1605.01391
984.078,1648.26723
984.301,1710.63154
984.525,1764.94791
984.748,1771.98886
984.971,1835.35674
985.195,1861.50823
985.418,1844.4092
985.641,1851.44999
985.864,1786.07071
986.087,1783.05318
986.31,1744.83084
986.533,1753.88353
986.756,1806.18755
986.979,1832.33925
987.202,1834.35091
987.425,1893.69439
987.648,1919.84542
987.871,1889.67114
988.093,1864.52569
988.316,1885.64788
988.538,1808.19922
988.761,1780.03564
988.984,1796.12915
989.206,1796.12915
989.428,1850.44416
989.651,1859.49658
989.873,1898.72345
990.095,1867.54316
990.318,1876.59553
990.54,1867.54316
990.762,1876.59553
990.984,1865.53151
991.206,1839.38006
991.428,1829.32176
991.65,1788.0824
991.872,1765.95376
992.094,1790.09409
992.316,1816.24592
992.538,1824.2926
992.76,1864.52569
992.981,1865.53151
993.203,1869.5548
993.425,1927.89185
993.646,1917.83381
993.868,1885.64788
994.089,1880.6188
994.311,1900.73507
994.532,1879.61298
994.754,1916.82801
994.975,1895.70601
995.196,1889.67114
995.417,1870.56062
995.639,1862.51405
995.86,1854.46746
996.081,1825.29843
996.302,1874.58389
996.523,1842.39755
996.744,1835.35674
996.965,1837.3684
997.186,1823.28676
997.407,1821.27509
997.628,1823.28676
997.848,1780.03564
998.069,1765.95376
998.29,1753.88353
998.51,1807.19339
998.731,1767.96546
998.951,1731.75467
999.172,1779.02979
999.392,1818.25759
999.613,1769.97716
999.833,1785.06487
1000.054,1783.05318
1000.274,1718.67846
1000.494,1740.80741
1000.714,1688.5024
1000.934,1684.4789
1001.154,1682.46715
1001.375,1680.4554
1001.595,1674.42014
1001.815,1742.81912
1002.034,1814.23425
1002.254,1737.78983
1002.474,1726.72537
1002.694,1674.42014
1002.914,1669.39075
1003.133,1691.52002
1003.353,1690.51414
1003.573,1658.32607
1003.792,1672.40839
1004.012,1644.24369
1004.231,1656.3143
1004.451,1641.22603
1004.67,1656.3143
1004.89,1662.34959
1005.109,1680.4554
1005.328,1672.40839
1005.547,1690.51414
1005.767,1660.33783
1005.986,1670.39663
1006.205,1661.34371
1006.424,1690.51414
1006.643,1677.43777
1006.862,1672.40839
1007.081,1671.40251
1007.3,1672.40839
1007.518,1685.48478
1007.737,1676.4319
1007.956,1656.3143
1008.175,1688.5024
1008.393,1700.57285
1008.612,1691.52002
1008.831,1693.53176
1009.049,1721.69605
1009.268,1772.99471
1009.486,1794.11746
1009.704,1821.27509
1009.923,1843.40338
1010.141,1861.50823
1010.359,1900.73507
1010.578,1917.83381
1010.796,1968.12372
1011.014,2022.43598
1011.232,2131.05787
1011.45,2210.51054
1011.668,2309.06943
1011.886,2465.95304
1012.104,2671.09717
1012.322,2993.87113
1012.539,3553.87144
1012.757,5260.38754
1012.975,8139.52857
1013.193,9865.44683
1013.41,8825.00053
1013.628,6167.51844
1013.846,4341.92319
1014.063,3343.75735
1014.281,2817.90804
1014.498,2521.26277
1014.715,2346.27968
1014.933,2182.35032
1015.15,2112.95447
1015.367,2027.46485
1015.584,1930.90926
1015.802,1868.54898
1016.019,1817.25175
1016.236,1825.29843
1016.453,1764.94791
1016.67,1730.74881
1016.887,1712.64327
1017.104,1729.74295
1017.321,1683.47303
1017.537,1675.42602
1017.754,1656.3143
1017.971,1633.17893
1018.187,1642.23192
1018.404,1591.93722
1018.621,1618.09055
1018.837,1588.91951
1019.054,1584.8959
1019.27,1583.89
1019.487,1601.99622
1019.703,1583.89
1019.919,1600.99032
1020.136,1580.87228
1020.352,1570.81322
1020.568,1572.82504
1020.784,1579.86638
1021.0,1551.70093
1021.216,1559.74822
1021.432,1540.63587
1021.648,1573.83095
1021.864,1530.57669
1022.08,1534.60037
1022.296,1526.55301
1022.512,1533.59445
1022.728,1530.57669
1022.943,1518.50564
1023.159,1490.3397
1023.375,1531.58261
1023.59,1506.43455
1023.806,1485.31004
1024.021,1506.43455
1024.237,1542.6477
1024.452,1482.29224
1024.668,1503.41677
1024.883,1510.45825
1025.098,1509.45233
1025.313,1491.34563
1025.529,1493.35749
1025.744,1459.15571
1025.959,1472.2329
1026.174,1468.20915
1026.389,1428.97738
1026.604,1408.85836
1026.819,1374.65575
1027.034,1371.63786
1027.249,1338.44087
1027.463,1340.45282
1027.678,1312.28544
1027.893,1325.36318
1028.107,1309.2675
1028.322,1290.15378
1028.537,1268.02198
1028.751,1261.98601
1028.966,1225.76997
1029.18,1205.64979
1029.395,1165.40909
1029.609,1185.5295
1029.823,1125.16794
1030.037,1106.05324
1030.252,1.25792
1030.466,-1.76108
1030.68,-4.78008
1030.894,-2.76742
