USB4F00653_1:101,
438.154,1274.39695
438.367,-388.92805
438.58,-873.95791
438.793,-382.5881
439.005,-433.31749
439.218,1155.29006
439.431,-325.54425
439.644,-1003.53936
439.856,409.44753
440.069,298.09342
440.282,-295.97695
440.494,1230.52468
440.707,1284.84116
440.92,931.48298
441.132,-704.26531
441.345,-298.08866
441.557,-327.65649
441.77,161.40418
441.982,786.99871
442.195,1631.26046
442.408,-594.11173
442.62,1111.38836
442.833,577.36548
443.045,-91.31838
443.257,169.81982
443.47,520.71472
443.682,-659.76658
443.895,-746.66246
444.107,220.30259
444.32,1220.07733
444.532,900.0843
444.744,1339.14146
444.957,1123.93283
445.169,780.71384
445.382,1015.18372
445.594,-287.53052
445.806,1067.47555
446.019,-598.34633
446.231,476.63794
446.443,912.6445
446.655,-99.75112
446.868,1401.7759
447.08,-797.56176
447.292,782.80882
447.504,-374.13539
447.716,-72.34679
447.929,-700.02653
448.141,1280.66355
448.353,830.9859
448.565,812.13574
448.777,195.06358
448.989,2835.26401
449.201,-97.64288
449.414,-241.0859
449.626,-670.35983
449.838,-236.86456
450.05,-30.19799
450.262,-695.78792
450.474,-359.34463
450.686,-243.19663
450.898,281.27752
451.11,1305.72779
451.322,-871.83503
451.534,68.79669
451.746,-657.64805
451.958,627.70366
452.17,-647.05606
452.381,-608.93353
452.593,-700.02653
452.805,-431.20331
453.017,-496.76115
453.229,594.14675
453.441,1092.56996
453.653,1326.61204
453.864,-446.00337
454.076,1034.01063
454.288,1864.64923
454.5,2380.56481
454.712,-363.57037
454.923,1481.08304
455.135,-361.45748
455.347,-589.8773
455.558,-422.74701
455.77,1387.16307
455.982,-687.31121
456.193,291.78769
456.405,1029.82705
456.617,1163.65104
456.828,-560.24089
457.04,-536.96076
457.252,-835.7527
457.463,1103.02488
457.675,-534.84463
457.886,1729.23228
458.098,2380.56481
458.309,-564.47418
458.521,-367.79626
458.732,766.04815
458.944,2494.83204
459.155,707.37167
459.367,1044.46913
459.578,1439.34655
459.79,226.61161
460.001,-933.41699
460.213,-188.32982
460.424,-179.89099
460.635,2035.36209
460.847,419.94811
461.058,-486.18472
461.269,-509.45419
461.481,2521.83324
461.692,457.74381
461.903,432.54778
462.115,287.58372
462.326,-507.33859
462.537,232.92034
462.748,426.24808
462.96,749.28569
463.171,-602.58108
463.382,883.33588
463.593,-247.41819
463.804,2274.56141
464.016,-814.53376
464.227,568.97414
464.438,1044.46913
464.649,-484.06955
464.86,1067.47555
465.071,-84.99419
465.282,1522.8105
465.493,1430.99816
465.704,-731.82151
465.915,527.01033
466.126,-484.06955
466.337,-403.72261
466.548,249.74217
466.759,-543.3094
466.97,1190.82149
467.181,-34.41223
467.392,1172.01162
467.603,1560.35759
467.814,786.99871
468.025,1399.68842
468.236,-740.3018
468.447,1670.87175
468.658,1149.01906
468.869,-245.30739
469.079,-640.70137
469.29,1355.84603
469.501,711.56358
469.712,20.36204
469.923,2085.30222
470.133,7.72392
470.344,62.48016
470.555,1464.38953
470.766,-146.14151
470.976,-761.50552
471.187,1451.86845
471.398,-279.08469
471.609,-338.21824
471.819,979.61603
472.03,979.61603
472.24,-219.98069
472.451,-585.64304
472.662,430.44791
472.872,457.74381
473.083,759.76244
473.293,1468.56305
473.504,-577.175
473.715,102.4797
473.925,138.25841
474.136,138.25841
474.346,2721.14186
474.557,1410.12557
474.767,-670.35983
474.978,449.34562
475.188,464.04213
475.398,121.42258
475.609,-331.88108
475.819,-184.11033
476.03,-958.91028
476.24,644.47933
476.45,1320.34702
476.661,-772.10899
476.871,125.63174
477.081,-564.47418
477.292,-668.24109
477.502,-744.5422
477.712,-243.19663
477.923,1612.4945
478.133,466.14151
478.343,1739.65207
478.553,-630.11105
478.764,1597.89754
478.974,675.92872
479.184,847.73974
479.394,-869.71218
479.604,411.54771
479.814,-700.02653
480.025,-70.23901
480.235,-691.54948
480.445,981.70846
480.655,1209.62937
480.865,-829.38656
481.075,1572.8717
481.285,1098.84299
481.495,-443.88895
481.705,-469.26451
481.915,828.89155
482.125,-167.23384
482.335,-344.55575
482.545,-687.31121
482.755,-742.42197
482.965,1121.84215
483.175,-549.6584
483.385,-761.50552
483.595,-687.31121
483.805,-226.31186
484.014,652.86647
484.224,1351.67003
484.434,1677.12546
484.644,1895.8871
484.854,-513.68553
485.064,-596.22901
485.273,-144.03247
485.483,3550.1446
485.693,-226.31186
485.903,-668.24109
486.112,1689.6323
486.322,3349.30895
486.532,-505.22302
486.742,860.30398
486.951,-693.66868
487.161,-587.76015
487.371,527.01033
487.58,1295.28477
487.79,-738.18166
488,169.81982
488.209,-515.80126
488.419,493.43067
488.628,-285.419
488.838,1556.18605
489.047,419.94811
489.257,60.37458
