USB4F00653_1:101,
644.18,1725.41156
644.379,1706.65428
644.577,1746.25099
644.776,1683.72639
644.974,1889.98696
645.173,1762.92104
645.371,1642.03272
645.569,1939.95959
645.768,1739.99938
645.966,1979.51321
646.165,1810.84005
646.363,1756.66993
646.561,1831.67102
646.759,1752.50242
646.958,1591.98895
647.156,1819.17268
647.354,1781.67325
647.553,1931.63161
647.751,1623.26777
647.949,1896.23417
648.147,1619.09754
648.345,1729.57961
648.544,2004.49082
648.742,2029.46566
648.94,1912.8925
649.138,2133.49803
649.336,2096.0518
649.534,2364.28619
649.732,2445.32252
649.93,2567.86733
650.129,2806.5649
650.327,2630.15639
650.525,2802.41539
650.723,2715.26158
650.921,2565.79078
651.119,2599.01367
651.317,2682.05295
651.514,2347.66012
651.712,2551.25445
651.91,2306.09006
652.108,2322.71892
652.306,2156.37888
652.504,2276.98683
652.702,2035.70893
652.9,2164.69863
653.098,2106.45414
653.295,1873.32687
653.493,2041.95204
653.691,2033.62786
653.889,1848.33433
654.086,1802.50709
654.284,1927.4675
654.482,2016.97858
654.68,1696.23283
654.877,1685.81085
655.075,1710.82271
655.273,1833.754
655.47,1562.79095
655.668,1566.96236
655.865,1658.71121
656.063,1625.35285
656.261,1571.13368
656.458,1644.1176
656.656,1898.31653
656.853,1487.69049
657.051,1606.58634
657.248,1581.56159
657.446,1700.40147
657.643,1558.61946
657.841,1439.69439
658.038,1879.57456
658.236,1533.58864
658.433,1815.00641
658.63,1456.39005
658.828,1631.60796
659.025,1560.70522
659.222,1356.19403
659.42,1402.12381
659.617,1516.89966
659.814,1429.25886
660.012,1362.45784
660.209,1212.06728
660.406,1410.47347
660.603,1395.86132
660.801,1356.19403
660.998,1431.34601
661.195,1473.08425
661.392,1452.21627
661.589,1733.74758
661.787,1673.30377
661.984,1667.04994
662.181,1898.31653
662.378,2039.87102
662.575,1769.17196
662.772,1729.57961
662.969,1687.89529
663.166,1669.13457
663.363,1677.47288
663.56,1658.71121
663.757,1875.40945
663.954,1508.55463
664.151,1531.5026
664.348,1510.64092
664.545,1498.12284
664.742,1433.43314
664.939,1443.86844
665.136,1132.64374
665.333,1318.60669
665.529,1312.34139
665.726,1356.19403
665.923,1180.72015
666.12,1260.12222
666.317,1184.90008
666.513,1159.81897
666.71,1293.54421
666.907,1134.73429
667.104,1295.63288
667.3,1416.73547
667.497,1521.07204
667.694,1222.5151
667.89,1301.89875
668.087,1264.3003
668.284,1385.42337
668.48,1170.26987
668.677,1049.00094
668.873,1203.70858
669.07,1090.82741
669.267,1197.4393
669.463,1042.72609
669.66,1028.08387
669.856,1155.63844
670.053,1040.63442
670.249,1220.42558
670.446,1032.26749
670.642,1199.52909
670.839,1249.67658
671.035,967.40969
671.231,990.42662
671.428,1088.73633
671.624,1072.00676
671.82,1155.63844
672.017,950.66812
672.213,1051.09251
672.409,1245.49816
672.606,1136.82482
672.802,1299.81015
672.998,982.05719
673.194,1205.79829
673.391,929.73877
673.587,1124.28128
673.783,982.05719
673.979,1084.55409
674.175,1023.90014
674.372,1128.46256
674.568,1082.46293
674.764,967.40969
674.96,1021.80824
675.156,1118.00917
675.352,946.48246
675.548,1028.08387
675.744,948.5753
675.94,755.92104
676.136,961.1318
676.332,963.22446
676.528,869.02857
676.724,1036.451
676.92,986.24196
677.116,1002.97997
677.312,931.83182
677.508,1021.80824
677.704,975.77985
677.9,1092.91846
678.096,915.08664
678.291,904.62004
678.487,1115.91841
678.683,921.36629
678.879,1132.64374
679.075,1103.37336
679.27,1092.91846
679.466,988.3343
679.662,1153.54814
679.857,1138.91532
680.053,902.52664
680.249,1120.09989
680.445,1216.24648
680.64,1222.5151
680.836,1009.25629
681.031,1151.45781
681.227,1120.09989
681.423,1009.25629
681.618,1019.71631
681.814,1218.33605
682.009,1044.81773
682.205,912.99338
682.4,946.48246
682.596,1069.91545
682.791,864.84083
682.987,875.30998
683.182,793.63248
683.378,1247.58739
683.573,875.30998
683.768,879.49746
683.964,917.17988
684.159,1015.53238
684.355,814.5794
684.55,816.67394
684.745,946.48246
684.941,1147.27708
685.136,1134.73429
685.331,1025.99202
685.526,988.3343
685.722,1097.1005
685.917,1078.28054
686.112,954.85367
686.307,1095.00949
686.502,1042.72609
686.698,1184.90008
686.893,1335.31312
687.088,1454.30317
687.283,1341.57764
687.478,1431.34601
687.673,1562.79095
687.868,1439.69439
688.063,1224.60459
688.258,1466.82409
688.453,1333.2249
688.648,1393.77377
688.843,1209.97764
689.038,1166.08959
689.233,1163.99941
689.428,841.80629
689.623,1013.44038
689.818,1072.00676
690.013,820.86294
690.208,998.79562
690.403,630.15023
690.598,864.84083
690.792,745.44404
690.987,741.25304
691.182,869.02857
691.377,781.063
691.572,720.29637
691.766,546.24522
691.961,764.30214
692.156,443.39661
692.35,607.08103
692.545,695.14462
692.74,737.06193
692.935,787.34787
693.129,827.14623
693.324,881.59115
693.518,1042.72609
693.713,1276.83398
693.908,885.77847
694.102,822.9574
694.297,1002.97997
694.491,1055.27556
694.686,835.52357
694.88,1007.16421
695.075,707.721
695.269,665.79574
695.464,1149.36746
695.658,841.80629
695.852,1078.28054
696.047,1274.7451
696.241,1069.91545
696.436,1113.82763
696.63,1055.27556
696.824,1049.00094
697.019,1101.28244
697.213,984.14959
697.407,871.1224
697.602,1011.34835
697.796,632.24726
697.99,883.68482
698.184,697.24076
698.379,835.52357
698.573,628.05318
698.767,623.85898
698.961,703.52899
699.155,500.07725
699.349,535.75377
699.544,470.69006
699.738,577.71511
699.932,709.81697
700.126,695.14462
700.32,680.47088
700.514,294.23995
700.708,462.29262
700.902,462.29262
701.096,567.22589
701.29,609.17837
701.484,632.24726
701.678,669.98878
701.872,479.087
702.066,590.30121
702.26,621.76184
702.453,615.47024
702.647,1151.45781
702.841,831.33496
703.035,630.15023
703.229,818.76846
703.423,621.76184
703.616,607.08103
703.81,781.063
704.004,699.33686
704.198,724.48793
704.391,814.5794
704.585,1021.80824
704.779,971.59482
704.972,948.5753
705.166,917.17988
705.36,1149.36746
705.553,1324.87178
705.747,1491.86349
705.941,1854.58274
706.134,2225.0081
706.328,2237.48402
706.521,2333.11139
706.715,2518.02555
706.908,2736.01495
707.102,2603.16625
707.295,2572.02039
707.489,2609.39498
707.682,2501.40951
707.876,2358.05154
708.069,2480.63798
708.262,2590.70834
708.456,2675.82589
708.649,2532.56371
708.843,2486.86961
709.036,2422.46875
709.229,2395.45709
709.423,2331.03293
709.616,2037.78999
709.809,2023.22221
710.002,1810.84005
710.196,1706.65428
710.389,1762.92104
710.582,1527.33044
710.775,1523.15819
710.968,1556.53368
711.162,1633.69295
711.355,1539.84665
711.548,1744.16714
711.741,2025.30338
711.934,1898.31653
712.127,2012.81607
712.32,1992.00236
712.513,1937.87762
712.706,1877.49201
712.899,1835.83697
713.092,1737.91547
713.285,1541.9326
713.478,1422.99727
713.671,1356.19403
713.864,1141.0058
714.057,1115.91841
714.25,1011.34835
714.443,1193.25966
714.636,875.30998
714.829,1013.44038
715.022,774.77789
715.214,714.00881
715.407,818.76846
715.6,1141.0058
715.793,451.79514
715.986,785.25294
716.178,516.86728
716.371,462.29262
716.564,334.17063
716.756,411.89774
716.949,306.85088
717.142,285.83203
717.334,384.59309
717.527,256.40024
717.72,636.44122
717.912,218.55004
718.105,210.13745
718.297,378.29127
718.49,271.11692
718.683,319.46067
718.875,470.69006
719.068,411.89774
719.26,638.53816
719.453,132.29596
719.645,271.11692
719.837,340.47443
720.03,420.29811
720.222,380.39191
720.415,384.59309
720.607,348.87905
720.799,462.29262
720.992,323.66367
721.184,300.54556
721.376,283.72997
721.569,518.9659
721.761,231.16794
721.953,260.60516
722.146,184.89653
722.338,432.89775
722.53,600.78882
722.722,275.3214
722.914,371.98917
723.107,216.44694
723.299,306.85088
723.491,292.13802
723.683,401.39657
723.875,216.44694
724.067,319.46067
724.259,325.76513
724.451,218.55004
724.643,128.08702
724.835,168.06661
725.027,237.47645
725.219,306.85088
725.411,256.40024
725.603,243.78467
725.795,170.17046
725.987,311.05427
726.179,506.37374
726.371,224.85914
726.563,304.74914
726.755,495.87944
726.947,384.59309
727.138,344.67681
727.33,361.48504
727.522,332.06931
727.714,445.49629
727.905,468.59074
728.097,487.48347
728.289,388.79414
728.481,285.83203
728.672,428.698
728.864,424.49812
729.056,407.69736
729.247,371.98917
729.439,264.80996
729.631,273.21917
729.822,416.09799
730.014,283.72997
730.205,241.68197
730.397,155.44277
730.589,294.23995
730.78,138.60913
730.972,397.19589
731.163,290.03605
731.354,285.83203
731.546,487.48347
731.737,437.09739
731.929,392.99508
732.12,308.95259
732.312,187.00012
732.503,205.93096
732.694,216.44694
732.886,235.37365
733.077,237.47645
733.268,189.10368
733.46,405.59713
733.651,96.51563
733.842,205.93096
734.033,329.96794
734.225,100.72559
734.416,247.98999
734.607,243.78467
734.798,302.64737
734.989,294.23995
735.181,332.06931
735.372,363.58593
735.563,441.2969
735.754,292.13802
735.945,321.56219
736.136,302.64737
736.327,298.44372
736.518,334.17063
736.709,252.19518
736.9,342.57563
737.091,434.99759
737.282,481.18616
737.473,747.5395
737.664,1036.451
737.855,1149.36746
738.046,933.92485
738.237,1214.15689
738.428,1341.57764
738.618,1097.1005
738.809,1226.69406
739,1151.45781
739.191,908.80676
739.382,739.1575
739.573,718.20054
739.763,573.51951
739.954,586.10596
740.145,699.33686
740.335,495.87944
740.526,239.57923
740.717,462.29262
740.907,386.69363
741.098,607.08103
741.289,283.72997
741.479,653.21592
741.67,264.80996
741.861,182.7929
742.051,245.88735
742.242,449.69556
742.432,214.34381
742.623,365.68679
742.813,266.91231
743.004,573.51951
743.194,229.06504
743.385,418.19807
743.575,434.99759
743.765,222.75614
743.956,109.1451
744.146,430.79789
744.337,317.35912
744.527,388.79414
744.717,269.01463
744.908,382.49251
745.098,367.78761
745.288,386.69363
745.478,147.02622
745.669,170.17046
745.859,451.79514
746.049,491.68152
746.239,422.39813
746.43,125.98249
746.62,178.58555
746.81,214.34381
747,233.27081
747.19,380.39191
747.38,453.8947
747.57,353.08117
747.76,384.59309
747.95,395.0955
748.14,269.01463
748.33,449.69556
748.521,300.54556
748.71,338.3732
748.9,428.698
749.09,420.29811
749.28,380.39191
749.47,845.99463
749.66,1147.27708
749.85,1155.63844
750.04,1232.96231
750.23,1107.55515
750.42,1362.45784
750.609,1427.17169
750.799,1773.33914
750.989,1792.09043
751.179,1631.60796
751.369,1581.56159
751.558,1677.47288
751.748,1356.19403
751.938,1326.9601
752.128,1341.57764
752.317,1025.99202
752.507,919.2731
752.696,682.56721
752.886,711.9129
753.076,818.76846
753.265,640.63507
753.455,359.38412
753.644,487.48347
753.834,266.91231
754.024,243.78467
754.213,416.09799
754.403,367.78761
754.592,422.39813
754.782,216.44694
754.971,336.27193
755.16,422.39813
755.35,302.64737
755.539,161.75484
755.729,264.80996
755.918,611.27569
756.107,577.71511
756.297,468.59074
756.486,170.17046
756.675,243.78467
756.865,220.6531
757.054,336.27193
757.243,447.59594
757.432,353.08117
757.621,367.78761
757.811,233.27081
758,502.17611
758.189,479.087
758.378,271.11692
758.567,218.55004
758.756,378.29127
758.946,22.81931
759.135,424.49812
759.324,285.83203
759.513,247.98999
759.702,298.44372
759.891,187.00012
760.08,266.91231
760.269,187.00012
760.458,319.46067
760.647,311.05427
760.836,395.0955
761.025,439.19716
761.213,369.8884
761.402,371.98917
761.591,447.59594
761.78,388.79414
761.969,403.49686
762.158,313.15592
762.347,384.59309
762.535,1122.1906
762.724,1518.98586
762.913,2002.40946
763.102,2200.05432
763.29,1983.67634
763.479,2104.37371
763.668,2093.97127
763.856,1706.65428
764.045,2060.68033
764.234,1656.62648
764.422,1706.65428
764.611,1594.07436
764.799,1226.69406
764.988,898.33976
765.177,938.11083
765.365,804.10629
765.554,699.33686
765.742,544.14699
765.931,611.27569
766.119,426.59807
766.308,518.9659
766.496,342.57563
766.684,176.48183
766.873,344.67681
767.061,319.46067
767.25,313.15592
767.438,226.9621
767.626,201.72433
767.815,338.3732
768.003,182.7929
768.191,491.68152
768.38,193.31069
768.568,327.86655
768.756,134.40039
768.944,245.88735
769.132,224.85914
769.321,321.56219
769.509,342.57563
769.697,220.6531
769.885,319.46067
770.073,224.85914
770.261,323.66367
770.449,241.68197
770.638,292.13802
770.826,235.37365
771.014,212.24064
771.202,275.3214
771.39,462.29262
771.578,649.02242
771.766,1157.72872
771.954,1316.51828
772.142,1103.37336
772.329,1264.3003
772.517,1130.55316
772.705,1120.09989
772.893,965.31709
773.081,961.1318
773.269,936.01785
773.457,948.5753
773.644,747.5395
773.832,672.08525
774.02,575.61732
774.208,598.69135
774.396,439.19716
774.583,630.15023
774.771,363.58593
774.959,353.08117
775.146,357.28317
775.334,363.58593
775.522,371.98917
775.709,275.3214
775.897,334.17063
776.084,271.11692
776.272,235.37365
776.46,262.70758
776.647,252.19518
776.835,64.93663
777.022,315.25753
777.21,176.48183
777.397,182.7929
777.585,470.69006
777.772,355.18219
777.959,439.19716
778.147,195.41415
778.334,371.98917
778.522,195.41415
778.709,205.93096
778.896,285.83203
779.084,208.03422
779.271,308.95259
779.458,252.19518
779.645,353.08117
779.833,218.55004
780.02,205.93096
780.207,319.46067
780.394,140.71345
780.582,262.70758
780.769,260.60516
780.956,258.50272
781.143,125.98249
781.33,147.02622
781.517,458.09372
781.704,403.49686
781.891,275.3214
782.079,279.52575
782.266,178.58555
782.453,165.96272
782.64,247.98999
782.827,319.46067
783.014,172.27428
783.2,218.55004
783.387,157.54683
783.574,273.21917
783.761,157.54683
783.948,327.86655
784.135,308.95259
784.322,512.66995
784.509,367.78761
784.696,113.35465
784.882,170.17046
785.069,88.09531
785.256,340.47443
785.443,292.13802
785.629,165.96272
785.816,212.24064
786.003,222.75614
786.189,155.44277
786.376,367.78761
786.563,281.62787
786.749,241.68197
786.936,210.13745
787.123,290.03605
787.309,390.89463
787.496,235.37365
787.682,315.25753
787.869,229.06504
788.055,250.0926
788.242,142.81774
788.428,107.04027
788.615,140.71345
788.801,48.09135
788.988,315.25753
789.174,73.35844
789.361,367.78761
789.547,69.1476
789.733,119.66872
789.92,245.88735
790.106,245.88735
790.292,147.02622
790.479,481.18616
790.665,233.27081
790.851,140.71345
791.037,195.41415
791.224,117.56406
791.41,187.00012
791.596,134.40039
791.782,149.13041
791.968,439.19716
792.155,359.38412
792.341,191.2072
792.527,229.06504
792.713,327.86655
792.899,241.68197
793.085,184.89653
793.271,226.9621
793.457,102.83052
793.643,266.91231
793.829,602.88625
794.015,722.39216
794.201,929.73877
794.387,929.73877
794.573,758.01636
794.759,1099.19148
794.945,808.29562
795.131,912.99338
795.316,802.01158
795.502,837.61784
795.688,770.58767
795.874,651.11918
796.06,565.12795
796.246,521.06449
796.431,426.59807
796.617,327.86655
796.803,468.59074
796.988,476.98781
797.174,445.49629
797.36,338.3732
797.545,336.27193
797.731,327.86655
797.917,241.68197
798.102,56.51426
798.288,552.53973
798.474,338.3732
798.659,508.47251
798.845,226.9621
799.03,487.48347
799.216,229.06504
799.401,256.40024
799.587,298.44372
799.772,615.47024
799.957,699.33686
800.143,688.85605
800.328,649.02242
800.514,841.80629
800.699,1214.15689
800.884,1291.45552
801.07,1439.69439
801.255,1122.1906
801.44,1274.7451
801.626,1372.89707
801.811,1566.96236
801.996,1203.70858
802.181,931.83182
802.367,994.61117
802.552,774.77789
802.737,688.85605
802.922,845.99463
803.107,772.6828
803.292,728.67937
803.478,625.95609
803.663,428.698
803.848,680.47088
804.033,481.18616
804.218,420.29811
804.403,315.25753
804.588,451.79514
804.773,323.66367
804.958,235.37365
805.143,241.68197
805.328,161.75484
805.513,168.06661
805.698,193.31069
805.882,306.85088
806.067,380.39191
806.252,315.25753
806.437,344.67681
806.622,422.39813
806.807,395.0955
806.991,264.80996
807.176,176.48183
807.361,90.20044
807.546,260.60516
807.73,262.70758
807.915,205.93096
808.1,163.85879
808.285,319.46067
808.469,355.18219
808.654,275.3214
808.838,260.60516
809.023,290.03605
809.208,395.0955
809.392,623.85898
809.577,749.63493
809.761,1118.00917
809.946,1103.37336
810.13,1255.94404
810.315,1235.05168
810.499,1617.01239
810.684,2314.40463
810.868,2777.51706
811.053,3368.29333
811.237,3463.54429
811.421,2808.63963
811.606,3103.1023
811.79,2899.91297
811.974,2509.71766
812.159,2370.52068
812.343,2243.72174
812.527,1985.75787
812.712,1735.83154
812.896,1303.98733
813.08,1224.60459
813.264,977.87232
813.448,988.3343
813.633,707.721
813.817,887.87208
814.001,787.34787
814.185,512.66995
814.369,437.09739
814.553,521.06449
814.737,283.72997
814.921,142.81774
815.105,464.39203
815.289,250.0926
815.473,313.15592
815.657,306.85088
815.841,315.25753
816.025,245.88735
816.209,518.9659
816.393,88.09531
816.577,279.52575
816.761,96.51563
816.945,119.66872
817.129,182.7929
817.313,128.08702
817.496,205.93096
817.68,73.35844
817.864,287.93406
818.048,302.64737
818.231,147.02622
818.415,313.15592
818.599,147.02622
818.783,199.62097
818.966,220.6531
819.15,174.37807
819.334,39.66789
819.517,258.50272
819.701,121.77335
819.884,117.56406
820.068,203.82766
820.252,254.29772
820.435,243.78467
820.619,210.13745
820.802,191.2072
820.986,210.13745
821.169,191.2072
821.353,374.0899
821.536,159.65085
821.719,85.99015
821.903,329.96794
822.086,98.62063
822.27,54.40859
822.453,203.82766
822.636,319.46067
822.82,180.68924
823.003,283.72997
823.186,220.6531
823.369,-8.77774
823.553,-61.45699
823.736,229.06504
823.919,287.93406
824.102,224.85914
824.285,153.33868
824.469,191.2072
824.652,88.09531
824.835,41.77381
825.018,237.47645
825.201,115.45937
825.384,155.44277
825.567,325.76513
825.75,474.88859
825.933,571.42166
826.116,609.17837
826.299,329.96794
826.482,607.08103
826.665,619.66467
826.848,554.63784
827.031,644.8288
827.214,535.75377
827.397,600.78882
827.58,468.59074
827.763,300.54556
827.945,231.16794
828.128,241.68197
828.311,334.17063
828.494,292.13802
828.677,441.2969
828.859,239.57923
829.042,287.93406
829.225,64.93663
829.408,224.85914
829.59,180.68924
829.773,182.7929
829.956,205.93096
830.138,224.85914
830.321,184.89653
830.503,134.40039
830.686,184.89653
830.869,22.81931
831.051,140.71345
831.234,363.58593
831.416,235.37365
831.599,203.82766
831.781,132.29596
831.963,243.78467
832.146,117.56406
832.328,113.35465
832.511,319.46067
832.693,22.81931
832.876,58.6199
833.058,220.6531
833.24,237.47645
833.423,8.07499
833.605,-10.88449
833.787,176.48183
833.969,245.88735
834.152,203.82766
834.334,35.45595
834.516,168.06661
834.698,418.19807
834.88,159.65085
835.063,132.29596
835.245,113.35465
835.427,75.46381
835.609,189.10368
835.791,67.04213
835.973,247.98999
836.155,-17.20495
836.337,155.44277
836.519,117.56406
836.701,311.05427
836.883,231.16794
837.065,147.02622
837.247,201.72433
837.429,367.78761
837.611,208.03422
837.793,285.83203
837.975,54.40859
838.157,184.89653
838.338,134.40039
838.52,220.6531
838.702,77.56915
838.884,205.93096
839.066,304.74914
839.247,365.68679
839.429,85.99015
839.611,191.2072
839.793,216.44694
839.974,510.57125
840.156,758.01636
840.338,1017.62436
840.519,1170.26987
840.701,904.62004
840.883,984.14959
841.064,875.30998
841.246,885.77847
841.427,979.96477
841.609,1072.00676
841.79,1587.81807
841.972,1669.13457
842.153,1293.54421
842.335,1289.3668
842.516,1370.80927
842.698,1416.73547
842.879,1264.3003
843.06,1182.81013
843.242,969.50227
843.423,760.11165
843.605,889.96567
843.786,848.08876
843.967,682.56721
844.148,724.48793
844.33,451.79514
844.511,458.09372
844.692,376.1906
844.873,376.1906
845.055,397.19589
845.236,283.72997
845.417,449.69556
845.598,216.44694
845.779,153.33868
845.96,67.04213
846.141,98.62063
846.323,157.54683
846.504,-74.1033
846.685,208.03422
846.866,300.54556
847.047,153.33868
847.228,233.27081
847.409,165.96272
847.59,178.58555
847.771,233.27081
847.951,252.19518
848.132,149.13041
848.313,180.68924
848.494,35.45595
848.675,90.20044
848.856,56.51426
849.037,313.15592
849.217,365.68679
849.398,90.20044
849.579,189.10368
849.76,98.62063
849.94,208.03422
850.121,369.8884
850.302,-2.45771
850.483,195.41415
850.663,18.60682
850.844,81.77971
851.025,212.24064
851.205,374.0899
851.386,231.16794
851.566,695.14462
851.747,348.87905
851.927,669.98878
852.108,443.39661
852.288,390.89463
852.469,510.57125
852.649,487.48347
852.83,346.77795
853.01,250.0926
853.191,430.79789
853.371,300.54556
853.551,266.91231
853.732,338.3732
853.912,294.23995
854.092,374.0899
854.273,252.19518
854.453,229.06504
854.633,266.91231
854.814,296.34185
854.994,197.51758
855.174,159.65085
855.354,187.00012
855.534,235.37365
855.715,392.99508
855.895,214.34381
856.075,262.70758
856.255,119.66872
856.435,115.45937
856.615,81.77971
856.795,315.25753
856.975,157.54683
857.155,75.46381
857.335,132.29596
857.515,163.85879
857.695,121.77335
857.875,159.65085
858.055,117.56406
858.235,-10.88449
858.415,-25.63272
858.595,43.87969
858.775,138.60913
858.955,235.37365
859.134,165.96272
859.314,197.51758
859.494,31.24388
859.674,24.9255
859.854,208.03422
860.033,132.29596
860.213,125.98249
860.393,136.50477
860.573,128.08702
860.752,132.29596
860.932,138.60913
861.112,24.9255
861.291,138.60913
861.471,50.19713
861.65,115.45937
861.83,69.1476
862.009,-34.06104
862.189,104.93541
862.369,208.03422
862.548,130.19151
862.727,113.35465
862.907,24.9255
863.086,149.13041
863.266,350.98013
863.445,313.15592
863.625,554.63784
863.804,45.98554
863.983,174.37807
864.163,73.35844
864.342,98.62063
864.521,107.04027
864.701,313.15592
864.88,233.27081
865.059,449.69556
865.238,92.30554
865.418,-65.67229
865.597,16.50053
865.776,275.3214
865.955,85.99015
866.134,98.62063
866.313,153.33868
866.493,254.29772
866.672,77.56915
866.851,329.96794
867.03,157.54683
867.209,311.05427
867.388,180.68924
867.567,43.87969
867.746,151.23456
867.925,178.58555
868.104,216.44694
868.283,50.19713
868.462,277.42359
868.64,159.65085
868.819,275.3214
868.998,62.83109
869.177,359.38412
869.356,8.07499
869.535,14.39419
869.713,90.20044
869.892,300.54556
870.071,302.64737
870.25,355.18219
870.428,140.71345
870.607,144.922
870.786,111.24989
870.965,157.54683
871.143,-59.3494
871.322,100.72559
871.5,54.40859
871.679,111.24989
871.858,130.19151
872.036,37.56194
872.215,201.72433
872.393,222.75614
872.572,159.65085
872.75,241.68197
872.929,165.96272
873.107,161.75484
873.286,64.93663
873.464,182.7929
873.642,77.56915
873.821,39.66789
873.999,184.89653
874.177,254.29772
874.356,193.31069
874.534,100.72559
874.712,170.17046
874.891,113.35465
875.069,64.93663
875.247,96.51563
875.425,39.66789
875.604,197.51758
875.782,92.30554
875.96,69.1476
876.138,134.40039
876.316,96.51563
876.494,205.93096
876.672,-6.67103
876.851,83.88495
877.029,416.09799
877.207,60.72551
877.385,130.19151
877.563,125.98249
877.741,300.54556
877.919,31.24388
878.097,48.09135
878.275,39.66789
878.452,125.98249
878.63,83.88495
878.808,165.96272
878.986,27.03166
879.164,149.13041
879.342,24.9255
879.52,-46.70459
879.697,31.24388
879.875,134.40039
880.053,182.7929
880.231,125.98249
880.408,1.75548
880.586,132.29596
880.764,83.88495
880.941,216.44694
881.119,92.30554
881.297,123.87794
881.474,201.72433
881.652,474.88859
881.83,102.83052
882.007,-44.59724
882.185,90.20044
882.362,132.29596
882.54,-2.45771
882.717,258.50272
882.895,1.75548
883.072,128.08702
883.25,33.34993
883.427,231.16794
883.604,174.37807
883.782,111.24989
883.959,193.31069
884.136,128.08702
884.314,-8.77774
884.491,161.75484
884.668,60.72551
884.846,5.96852
885.023,149.13041
885.2,-2.45771
885.377,107.04027
885.555,24.9255
885.732,33.34993
885.909,-31.95391
886.086,115.45937
886.263,111.24989
886.44,142.81774
886.617,31.24388
886.795,117.56406
886.972,111.24989
887.149,67.04213
887.326,35.45595
887.503,119.66872
887.68,58.6199
887.857,174.37807
888.034,287.93406
888.21,134.40039
888.387,117.56406
888.564,134.40039
888.741,12.28783
888.918,96.51563
889.095,12.28783
889.272,22.81931
889.449,182.7929
889.625,233.27081
889.802,8.07499
889.979,140.71345
890.156,10.18143
890.332,216.44694
890.509,107.04027
890.686,315.25753
890.862,193.31069
891.039,134.40039
891.216,16.50053
891.392,189.10368
891.569,41.77381
891.745,187.00012
891.922,10.18143
892.099,77.56915
892.275,226.9621
892.452,43.87969
892.628,104.93541
892.804,178.58555
892.981,69.1476
893.157,210.13745
893.334,18.60682
893.51,174.37807
893.687,130.19151
893.863,184.89653
894.039,189.10368
894.216,195.41415
894.392,256.40024
894.568,176.48183
894.744,39.66789
894.921,98.62063
895.097,187.00012
895.273,214.34381
895.449,83.88495
895.626,329.96794
895.802,35.45595
895.978,27.03166
896.154,168.06661
896.33,-59.3494
896.506,113.35465
896.682,182.7929
896.858,109.1451
897.034,73.35844
897.21,-71.99549
897.386,199.62097
897.562,149.13041
897.738,92.30554
897.914,226.9621
898.09,43.87969
898.266,-25.63272
898.442,107.04027
898.618,5.96852
898.794,31.24388
898.969,92.30554
899.145,18.60682
899.321,165.96272
899.497,130.19151
899.673,35.45595
899.848,130.19151
900.024,113.35465
900.2,159.65085
900.376,113.35465
900.551,73.35844
900.727,3.86202
900.902,104.93541
901.078,73.35844
901.254,62.83109
901.429,283.72997
901.605,73.35844
901.78,81.77971
901.956,-158.44492
902.131,33.34993
902.307,203.82766
902.482,33.34993
902.658,-36.16821
902.833,16.50053
903.009,214.34381
903.184,149.13041
903.359,336.27193
903.535,31.24388
903.71,132.29596
903.886,163.85879
904.061,182.7929
904.236,-17.20495
904.411,52.30287
904.587,199.62097
904.762,-23.52572
904.937,-147.89906
905.112,132.29596
905.288,-59.3494
905.463,222.75614
905.638,165.96272
905.813,-27.73974
905.988,109.1451
906.163,54.40859
906.338,92.30554
906.513,277.42359
906.688,119.66872
906.863,81.77971
907.038,144.922
907.213,174.37807
907.388,18.60682
907.563,60.72551
907.738,56.51426
907.913,67.04213
908.088,132.29596
908.263,243.78467
908.438,75.46381
908.613,35.45595
908.787,216.44694
908.962,52.30287
909.137,125.98249
909.312,212.24064
909.486,-19.31184
909.661,83.88495
909.836,20.71308
910.011,1.75548
910.185,-38.27542
910.36,-63.56462
910.535,199.62097
910.709,187.00012
910.884,102.83052
911.058,226.9621
911.233,224.85914
911.407,527.36007
911.582,584.00829
911.757,789.44277
911.931,785.25294
912.105,862.74691
912.28,667.89227
912.454,479.087
912.629,447.59594
912.803,487.48347
912.978,359.38412
913.152,367.78761
913.326,132.29596
913.501,216.44694
913.675,317.35912
913.849,144.922
914.023,353.08117
914.198,218.55004
914.372,258.50272
914.546,353.08117
914.72,237.47645
914.895,266.91231
915.069,208.03422
915.243,231.16794
915.417,311.05427
915.591,258.50272
915.765,199.62097
915.939,117.56406
916.113,165.96272
916.287,170.17046
916.461,153.33868
916.635,102.83052
916.809,-36.16821
916.983,174.37807
917.157,161.75484
917.331,73.35844
917.505,117.56406
917.679,168.06661
917.853,586.10596
918.027,-23.52572
918.201,85.99015
918.374,14.39419
918.548,134.40039
918.722,151.23456
918.896,147.02622
919.069,109.1451
919.243,350.98013
919.417,243.78467
919.591,-0.3511
919.764,107.04027
919.938,-10.88449
920.112,56.51426
920.285,85.99015
920.459,140.71345
920.632,161.75484
920.806,75.46381
920.979,218.55004
921.153,199.62097
921.326,121.77335
921.5,174.37807
921.673,241.68197
921.847,104.93541
922.02,264.80996
922.194,241.68197
922.367,222.75614
922.54,226.9621
922.714,153.33868
922.887,359.38412
923.06,117.56406
923.234,189.10368
923.407,144.922
923.58,151.23456
923.754,434.99759
923.927,81.77971
924.1,140.71345
924.273,201.72433
924.446,109.1451
924.62,163.85879
924.793,241.68197
924.966,92.30554
925.139,340.47443
925.312,231.16794
925.485,250.0926
925.658,52.30287
925.831,266.91231
